uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year,mlb_id,season,update,date,old_rank,new_rarity,old_rarity,delta_rank,contact_right_new,contact_left_new,power_right_new,power_left_new,plate_vision_new,plate_discipline_new,batting_clutch_new,k_per_bf_new,bb_per_bf_new,hr_per_bf_new,pitching_clutch_new,stamina_new,season_gp,season_ovr_gp,season_ovr_GP,season_ovr_IP,season_ovr_H,season_ovr_ER,season_ovr_HR,season_ovr_BB,season_ovr_K,season_ovr_P,season_ovr_P/G,season_ovr_BAA,season_ovr_WHIP,season_ovr_CS%,season_ovr_R/9,season_ovr_K/9,season_ovr_BB/9,season_ovr_HR/9,season_ovr_H/9,season_ovr_K/BB,season_ovr_BABIP,season_ovr_OBA,season_ovr_SLGA,season_ovr_OPS,season_risp_gp,season_risp_GP,season_risp_IP,season_risp_H,season_risp_ER,season_risp_HR,season_risp_BB,season_risp_K,season_risp_P,season_risp_P/G,season_risp_BAA,season_risp_WHIP,season_risp_CS%,season_risp_R/9,season_risp_K/9,season_risp_BB/9,season_risp_HR/9,season_risp_H/9,season_risp_K/BB,season_risp_BABIP,season_risp_OBA,season_risp_SLGA,season_risp_OPS,3wk_gp,3wk_ovr_gp,3wk_ovr_GP,3wk_ovr_IP,3wk_ovr_H,3wk_ovr_ER,3wk_ovr_HR,3wk_ovr_BB,3wk_ovr_K,3wk_ovr_P,3wk_ovr_P/G,3wk_ovr_BAA,3wk_ovr_WHIP,3wk_ovr_CS%,3wk_ovr_R/9,3wk_ovr_K/9,3wk_ovr_BB/9,3wk_ovr_HR/9,3wk_ovr_H/9,3wk_ovr_K/BB,3wk_ovr_BABIP,3wk_ovr_OBA,3wk_ovr_SLGA,3wk_ovr_OPS,3wk_risp_gp,3wk_risp_GP,3wk_risp_IP,3wk_risp_H,3wk_risp_ER,3wk_risp_HR,3wk_risp_BB,3wk_risp_K,3wk_risp_P,3wk_risp_P/G,3wk_risp_BAA,3wk_risp_WHIP,3wk_risp_CS%,3wk_risp_R/9,3wk_risp_K/9,3wk_risp_BB/9,3wk_risp_HR/9,3wk_risp_H/9,3wk_risp_K/BB,3wk_risp_BABIP,3wk_risp_OBA,3wk_risp_SLGA,3wk_risp_OPS,1wk_gp,1wk_ovr_gp,1wk_ovr_GP,1wk_ovr_IP,1wk_ovr_H,1wk_ovr_ER,1wk_ovr_HR,1wk_ovr_BB,1wk_ovr_K,1wk_ovr_P,1wk_ovr_P/G,1wk_ovr_BAA,1wk_ovr_WHIP,1wk_ovr_CS%,1wk_ovr_R/9,1wk_ovr_K/9,1wk_ovr_BB/9,1wk_ovr_HR/9,1wk_ovr_H/9,1wk_ovr_K/BB,1wk_ovr_BABIP,1wk_ovr_OBA,1wk_ovr_SLGA,1wk_ovr_OPS,1wk_risp_gp,1wk_risp_GP,1wk_risp_IP,1wk_risp_H,1wk_risp_ER,1wk_risp_HR,1wk_risp_BB,1wk_risp_K,1wk_risp_P,1wk_risp_P/G,1wk_risp_BAA,1wk_risp_WHIP,1wk_risp_CS%,1wk_risp_R/9,1wk_risp_K/9,1wk_risp_BB/9,1wk_risp_HR/9,1wk_risp_H/9,1wk_risp_K/BB,1wk_risp_BABIP,1wk_risp_OBA,1wk_risp_SLGA,1wk_risp_OPS,ovr_ovr_GP,ovr_ovr_GS,ovr_ovr_CG,ovr_ovr_SHO,ovr_ovr_W,ovr_ovr_L,ovr_ovr_SV,ovr_ovr_SVO,ovr_ovr_HLD,ovr_ovr_IP,ovr_ovr_H,ovr_ovr_R,ovr_ovr_ER,ovr_ovr_HR,ovr_ovr_BB,ovr_ovr_K,ovr_ovr_P,ovr_ovr_ERA,ovr_ovr_WHIP,ovr_ovr_BAA,ovr_ovr_OBA,ovr_risp_GP,ovr_risp_GS,ovr_risp_CG,ovr_risp_SHO,ovr_risp_W,ovr_risp_L,ovr_risp_SV,ovr_risp_SVO,ovr_risp_HLD,ovr_risp_IP,ovr_risp_H,ovr_risp_R,ovr_risp_ER,ovr_risp_HR,ovr_risp_BB,ovr_risp_K,ovr_risp_P,ovr_risp_ERA,ovr_risp_WHIP,ovr_risp_BAA,ovr_risp_OBA
6768ad2f2889683e5d95690305d65071,https://cards.theshow.com/mlb25/6768ad2f2889683e5d95690305d65071-baked.webp,Hayden Wesneski,Silver,Astros,HOU,78,SP,27,R,R,210 lbs,"6'3""",False,75,69,72,58,73,42,86,63,99,12,10,8,4,11,10,9,34,6,0,78,50,50,46,46,0,38,6,5,78,2025,669713,2025,2025_1,05/02/2025,74,Silver,Bronze,4,10,12,4,8,11,10,9,60,83,42,81,90,5,5,113,28.0,24,11,6,4,26,318,2.8142,0.2857,1.0,0.5377,3.5357,8.3571,1.2857,1.9286,7.7143,6.5,0.2222,0.2566,0.4393,0.6959,5,13,1.67,7,3,0,1,1,35,2.6923,1.4,4.7904,0.5429,16.1677,5.3892,5.3892,0.0,37.7246,1.0,0.5833,0.6154,1.0,1.6154,3,3,68,16.0,19,6,4,1,15,196,2.8824,0.3958,1.25,0.5459,3.375,8.4375,0.5625,2.25,10.6875,15.0,0.3061,0.2941,0.5303,0.8244,3,9,1.0,6,1,0,0,0,20,2.2222,2.0,6.0,0.65,9.0,0.0,0.0,0.0,54.0,0.0,0.6667,0.6667,1.1111,1.7778,1,1,23,5.0,8,1,0,0,1,57,2.4783,0.5333,1.6,0.4912,1.8,1.8,0.0,0.0,14.4,0.0,0.3636,0.3478,0.4545,0.8023,1,5,0.67,3,0,0,0,0,11,2.2,1.5,4.4776,0.5455,0.0,0.0,0.0,0.0,40.2985,0.0,0.6,0.6,1.0,1.6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,924.3,950,0,0,175,425,750,15700,0.0,1.4876,0.2249,0.3373
525f76574b3a2a5bcb4da793c92a16fb,https://cards.theshow.com/mlb25/525f76574b3a2a5bcb4da793c92a16fb-baked.webp,Cristopher Sánchez,Silver,Phillies,PHI,78,SP,28,L,L,200 lbs,"6'6""",False,80,67,62,59,74,70,96,74,99,0,0,0,0,2,0,0,20,0,0,80,45,65,50,35,0,45,0,0,78,2025,650911,2025,2025_1,05/02/2025,78,Silver,Silver,0,0,0,0,0,2,0,0,66,69,68,59,78,6,6,135,29.0,31,13,4,11,39,407,3.0148,0.3563,1.4483,0.5528,4.0345,12.1034,3.4138,1.2414,9.6207,3.5455,0.3034,0.3409,0.4068,0.7477,6,22,1.33,12,4,0,4,0,58,2.6364,3.0,12.0301,0.4655,27.0677,0.0,27.0677,0.0,81.203,0.0,0.5714,0.8095,1.0625,1.872,4,4,88,18.0,21,8,1,8,23,262,2.9773,0.3889,1.6111,0.542,4.0,11.5,4.0,0.5,10.5,2.875,0.3279,0.3647,0.3733,0.738,4,16,0.67,9,3,0,3,0,43,2.6875,4.5,17.9104,0.4419,40.2985,0.0,40.2985,0.0,120.8955,0.0,0.6,0.8667,1.1818,2.0485,1,1,23,4.67,5,2,0,3,6,71,3.087,0.3571,1.7131,0.493,3.8544,11.5632,5.7816,0.0,9.636,2.0,0.2941,0.3913,0.3158,0.7071,1,6,0.33,2,1,0,2,0,18,3.0,2.0,12.1212,0.3889,27.2727,0.0,54.5455,0.0,54.5455,0.0,0.3333,0.8333,1.0,1.8333,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,1883.1,1600,0,0,200,675,1675,27150,0.0,1.2081,0.2092,0.3007
ff8fb3e579d4faaa3f07ea27206285a3,https://cards.theshow.com/mlb25/ff8fb3e579d4faaa3f07ea27206285a3-baked.webp,Luis Castillo,Silver,Mariners,SEA,78,SP,32,R,R,200 lbs,"6'2""",False,83,71,69,59,67,63,99,70,71,0,8,0,0,12,20,0,75,29,0,77,67,77,67,40,0,25,0,5,78,2025,622491,2025,2025_1,05/02/2025,81,Silver,Gold,-3,8,0,0,0,12,20,0,55,62,68,65,80,6,6,142,32.0,31,13,3,14,28,423,2.9789,0.3229,1.4062,0.5154,3.6562,7.875,3.9375,0.8438,8.7188,2.0,0.2523,0.3239,0.373,0.6969,6,37,4.67,15,7,0,8,5,116,3.1351,1.0714,4.9251,0.4569,13.4904,9.636,15.4176,0.0,28.9079,0.625,0.4688,0.6216,0.7857,1.4073,3,3,72,15.33,18,9,1,8,13,217,3.0139,0.3913,1.696,0.5115,5.2838,7.6321,4.6967,0.5871,10.5675,1.625,0.2931,0.3611,0.4127,0.7738,3,27,3.33,11,6,0,6,3,83,3.0741,1.1,5.1051,0.4458,16.2162,8.1081,16.2162,0.0,29.7297,0.5,0.4583,0.6296,0.8,1.4296,1,1,21,6.0,1,0,0,2,5,65,3.0952,0.0556,0.5,0.5385,0.0,7.5,3.0,0.0,1.5,2.5,0.0625,0.1429,0.0526,0.1955,1,1,0.0,0,0,0,1,0,6,6.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5025,0,0,0,0,0,0,0,0,6431.0,5250,0,0,700,2350,6225,99150,0.0,1.1818,0.2008,0.2954
981ee11c08e460dc540242ee105b5ced,https://cards.theshow.com/mlb25/981ee11c08e460dc540242ee105b5ced-baked.webp,Bryce Miller,Silver,Mariners,SEA,78,SP,26,R,R,200 lbs,"6'2""",False,78,52,74,60,66,79,97,75,89,11,7,9,4,11,13,10,31,7,0,77,44,55,43,38,0,38,9,7,78,2025,682243,2025,2025_1,05/02/2025,80,Silver,Gold,-2,7,11,4,9,11,13,10,65,56,95,52,75,6,6,129,29.0,25,11,1,19,31,429,3.3256,0.2874,1.5172,0.4988,3.4138,9.6207,5.8966,0.3103,7.7586,1.6316,0.2424,0.3359,0.3423,0.6782,6,34,5.33,12,5,0,6,7,115,3.3824,0.75,3.3771,0.5043,8.4428,11.8199,10.1313,0.0,20.2627,1.1667,0.4444,0.5294,0.7857,1.3151,4,4,81,18.67,12,5,0,14,23,289,3.5679,0.2143,1.3926,0.4948,2.4103,11.0873,6.7488,0.0,5.7847,1.6429,0.2034,0.3171,0.2687,0.5858,4,23,4.0,6,3,0,5,6,86,3.7391,0.5,2.75,0.5,6.75,13.5,11.25,0.0,13.5,1.2,0.3529,0.4783,0.6667,1.145,1,1,20,4.33,2,0,0,5,6,71,3.55,0.1538,1.6166,0.4366,0.0,12.4711,10.3926,0.0,4.157,1.2,0.1429,0.35,0.2,0.55,1,6,1.0,1,0,0,2,1,20,3.3333,0.3333,3.0,0.45,0.0,9.0,18.0,0.0,9.0,0.5,0.2,0.5,0.5,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,1232.4,1275,0,0,200,350,1350,20600,0.0,1.3186,0.2406,0.3349
3d361aa9c7bdc9a1ef68ea783b2b211e,https://cards.theshow.com/mlb25/3d361aa9c7bdc9a1ef68ea783b2b211e-baked.webp,Tommy Kahnle,Silver,Tigers,DET,78,CP,35,R,R,230 lbs,"6'1""",False,25,93,108,65,58,73,86,63,99,0,0,0,0,0,0,0,38,0,0,55,36,54,42,19,0,21,0,0,78,2025,592454,2025,2025_1,05/02/2025,75,Silver,Silver,3,0,0,0,0,0,0,0,60,71,83,98,25,12,12,46,12.33,4,3,0,3,12,137,2.9783,0.1081,0.5677,0.5547,2.1898,8.7591,2.1898,0.0,2.9197,4.0,0.1212,0.1778,0.0976,0.2754,12,8,1.33,2,1,0,1,0,21,2.625,0.5,2.2556,0.5238,6.7669,0.0,6.7669,0.0,13.5338,0.0,0.2857,0.4286,0.3333,0.7619,8,8,33,8.33,4,3,0,3,8,96,2.9091,0.16,0.8403,0.5417,3.2413,8.6435,3.2413,0.0,4.3217,2.6667,0.1667,0.2188,0.1379,0.3567,8,7,1.0,2,1,0,1,0,16,2.2857,0.6667,3.0,0.5625,9.0,0.0,9.0,0.0,18.0,0.0,0.3333,0.5,0.4,0.9,3,3,12,3.33,0,0,0,2,5,43,3.5833,0.0,0.6006,0.5349,0.0,13.5135,5.4054,0.0,0.0,2.5,0.0,0.1667,0.0,0.1667,3,1,0.0,0,0,0,1,0,6,6.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4850,0,0,0,0,0,0,0,0,2713.4,2275,0,0,250,1350,3225,44975,0.0,1.336,0.1983,0.3159
ae56099c8f56df643a42d951bb172afb,https://cards.theshow.com/mlb25/ae56099c8f56df643a42d951bb172afb-baked.webp,MacKenzie Gore,Silver,Nationals,WAS,78,SP,26,L,L,193 lbs,"6'2""",False,83,69,63,73,67,61,83,57,80,0,0,0,0,2,0,0,35,0,0,65,35,74,46,34,0,37,0,0,78,2025,669022,2025,2025_1,05/02/2025,73,Silver,Bronze,5,0,0,0,0,2,0,0,82,78,61,59,90,7,7,165,40.0,36,16,5,9,59,549,3.3273,0.3,1.125,0.5483,3.6,13.275,2.025,1.125,8.1,6.5556,0.3039,0.2771,0.3766,0.6537,7,32,5.0,16,6,0,2,7,94,2.9375,1.0667,3.6,0.5851,10.8,12.6,3.6,0.0,28.8,3.5,0.6154,0.5455,0.7931,1.3386,4,4,98,23.67,21,11,3,6,34,322,3.2857,0.2958,1.1407,0.5466,4.1825,12.9278,2.2814,1.1407,7.9848,5.6667,0.2951,0.2755,0.3516,0.6271,4,22,4.0,8,4,0,2,6,69,3.1364,0.6667,2.5,0.5507,9.0,13.5,4.5,0.0,18.0,3.0,0.5,0.4545,0.5263,0.9808,1,1,23,6.0,5,3,2,0,6,75,3.2609,0.2778,0.8333,0.5333,4.5,9.0,0.0,3.0,7.5,0.0,0.2,0.2174,0.4783,0.6957,1,2,0.67,0,0,0,0,1,5,2.5,0.0,0.0,0.8,0.0,13.4328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,2299.3,1850,0,0,250,1150,2575,38600,0.0,1.3047,0.1897,0.3231
39df28398f42561e13ee9d913fdcf467,https://cards.theshow.com/mlb25/39df28398f42561e13ee9d913fdcf467-baked.webp,Yuki Matsui,Silver,Padres,SD,77,RP,29,L,L,165 lbs,"5'8""",False,25,111,87,81,56,57,64,74,80,3,8,4,7,11,16,11,33,5,0,80,63,68,67,69,0,30,9,7,77,2025,673513,2025,2025_1,05/02/2025,73,Silver,Bronze,4,8,3,7,4,11,16,11,93,64,53,115,25,12,12,53,12.67,9,7,2,5,19,182,3.434,0.2368,1.105,0.544,4.9724,13.4964,3.5517,1.4207,6.3931,3.8,0.2258,0.2692,0.413,0.6822,12,12,2.0,3,2,0,3,1,38,3.1667,0.5,3.0,0.3684,9.0,4.5,13.5,0.0,13.5,0.3333,0.2727,0.5,0.875,1.375,7,7,32,7.67,6,5,1,3,10,106,3.3125,0.2609,1.1734,0.5566,5.867,11.734,3.5202,1.1734,7.0404,3.3333,0.2381,0.2812,0.4286,0.7098,7,9,1.67,2,2,0,2,1,28,3.1111,0.4,2.3952,0.3929,10.7784,5.3892,10.7784,0.0,10.7784,0.5,0.25,0.4444,0.8333,1.2777,2,2,7,2.0,0,1,0,1,1,23,3.2857,0.0,0.5,0.4348,4.5,4.5,4.5,0.0,0.0,1.0,0.0,0.1429,0.0,0.1429,2,3,0.67,0,1,0,1,0,11,3.6667,0.0,1.4925,0.3636,13.4328,0.0,13.4328,0.0,0.0,0.0,0.0,0.3333,0.0,0.3333,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,358.1,175,0,0,75,225,350,5275,0.0,1.117,0.125,0.2857
9052eeb1dacdc32a450c59a90121fe66,https://cards.theshow.com/mlb25/9052eeb1dacdc32a450c59a90121fe66-baked.webp,Dylan Cease,Silver,Padres,SD,77,SP,29,R,R,200 lbs,"6'2""",False,78,54,68,71,61,72,87,70,97,19,19,0,0,6,2,18,64,0,0,78,43,78,50,33,0,41,0,12,77,2025,656302,2025,2025_1,05/02/2025,80,Silver,Gold,-3,19,19,0,0,6,2,18,69,63,74,47,75,7,7,154,32.67,39,20,3,15,39,489,3.1753,0.398,1.6529,0.5112,5.5096,10.7438,4.1322,0.8264,10.7438,2.6,0.3243,0.3595,0.4412,0.8007,7,40,4.67,23,12,0,3,7,117,2.925,1.6429,5.5675,0.4957,23.1263,13.4904,5.7816,0.0,44.3255,2.3333,0.697,0.65,0.9722,1.6222,4,4,88,18.33,22,9,2,9,21,290,3.2955,0.4,1.6912,0.5,4.419,10.311,4.419,0.982,10.802,2.3333,0.3125,0.3678,0.4605,0.8283,4,22,3.0,12,4,0,1,5,68,3.0909,1.3333,4.3333,0.5294,12.0,15.0,3.0,0.0,36.0,5.0,0.7059,0.5909,0.95,1.5409,2,2,41,8.0,9,4,1,7,9,149,3.6341,0.375,2.0,0.4698,4.5,10.125,7.875,1.125,10.125,1.2857,0.2581,0.4146,0.4242,0.8388,2,6,0.67,4,1,0,0,1,18,3.0,2.0,5.9701,0.5,13.4328,13.4328,0.0,0.0,53.7313,0.0,0.8,0.6667,1.0,1.6667,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,4631.0,3875,0,0,600,2250,5325,80825,0.0,1.3226,0.1947,0.3204
933e02678cfa0ad61c6fcb918c91e0b3,https://cards.theshow.com/mlb25/933e02678cfa0ad61c6fcb918c91e0b3-baked.webp,Tanner Bibee,Silver,Guardians,CLE,77,SP,26,R,R,205 lbs,"6'2""",False,82,95,71,58,64,49,76,71,98,12,14,2,2,11,12,8,30,5,0,87,78,75,76,73,0,33,6,2,77,2025,676440,2025,2025_1,05/02/2025,80,Silver,Gold,-3,14,12,2,2,11,12,8,54,56,31,105,82,6,6,137,31.33,29,16,9,14,24,430,3.1387,0.3085,1.3725,0.514,4.5962,6.8944,4.0217,2.5854,8.3307,1.7143,0.1905,0.3188,0.5082,0.827,6,20,2.67,8,0,0,4,1,64,3.2,1.0,4.4944,0.4375,0.0,3.3708,13.4831,0.0,26.9663,0.25,0.4211,0.6,0.875,1.475,4,4,94,22.0,18,9,5,11,19,297,3.1596,0.2727,1.3182,0.5118,3.6818,7.7727,4.5,2.0455,7.3636,1.7273,0.1831,0.3053,0.4337,0.739,4,16,2.33,5,0,0,4,1,53,3.3125,0.7143,3.8627,0.4151,0.0,3.8627,15.4506,0.0,19.3133,0.25,0.3333,0.5625,0.6667,1.2292,1,1,25,7.0,5,1,1,0,5,66,2.64,0.2381,0.7143,0.5758,1.2857,6.4286,0.0,1.2857,6.4286,0.0,0.2,0.1923,0.3462,0.5385,1,3,0.33,2,0,0,0,1,8,2.6667,2.0,6.0606,0.75,0.0,27.2727,0.0,0.0,54.5455,0.0,1.0,0.6667,1.0,1.6667,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,0,1700.0,1250,0,0,175,725,1975,27150,0.0,1.1618,0.1779,0.2811
b064060bd46ef30f7121c03a8b0d4046,https://cards.theshow.com/mlb25/b064060bd46ef30f7121c03a8b0d4046-baked.webp,Roki Sasaki,Silver,Dodgers,LAD,77,SP,23,R,R,187 lbs,"6'2""",False,82,85,76,61,51,76,99,69,99,6,5,7,3,4,5,4,36,7,0,86,64,76,64,65,0,45,6,4,77,2025,808963,2025,2025_1,05/02/2025,79,Silver,Silver,-2,5,6,3,7,4,5,4,55,40,76,99,75,6,6,110,24.33,18,9,3,18,20,347,3.1545,0.2466,1.4797,0.4553,3.3292,7.3983,6.6584,1.1097,6.6584,1.1111,0.1724,0.3364,0.3077,0.6441,6,18,2.67,7,1,0,3,3,59,3.2778,0.875,3.7453,0.4915,3.3708,10.1124,10.1124,0.0,23.5955,1.0,0.4667,0.5556,0.5333,1.0889,3,3,67,16.0,11,5,3,7,11,194,2.8955,0.2292,1.125,0.4794,2.8125,6.1875,3.9375,1.6875,6.1875,1.5714,0.1509,0.2836,0.3559,0.6395,3,7,1.0,4,0,0,0,1,18,2.5714,1.3333,4.0,0.6667,0.0,9.0,0.0,0.0,36.0,0.0,0.6667,0.5714,0.7143,1.2857,1,1,24,5.33,5,2,1,2,4,74,3.0833,0.3125,1.3133,0.4595,3.3771,6.7542,3.3771,1.6886,8.4428,2.0,0.2105,0.3333,0.4286,0.7619,1,4,0.67,2,0,0,0,1,10,2.5,1.0,2.9851,0.7,0.0,13.4328,0.0,0.0,26.8657,0.0,0.6667,0.5,0.75,1.25,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
049fbf4b62d116c242dd6bde63f4dd5f,https://cards.theshow.com/mlb25/049fbf4b62d116c242dd6bde63f4dd5f-baked.webp,Devin Williams,Silver,Yankees,NYY,77,RP,30,R,R,193 lbs,"6'2""",False,25,108,100,90,27,79,77,75,99,0,0,0,0,1,0,0,38,10,0,80,57,76,58,38,0,37,0,8,77,2025,642207,2025,2025_1,05/02/2025,83,Silver,Gold,-6,0,0,0,0,1,0,0,83,22,79,91,25,13,13,53,10.33,12,10,0,8,10,174,3.283,0.3871,1.9361,0.4828,8.7125,8.7125,6.97,0.0,10.455,1.25,0.2857,0.4038,0.381,0.7848,13,17,2.0,7,7,0,2,3,52,3.0588,1.1667,4.5,0.4615,31.5,13.5,9.0,0.0,31.5,1.5,0.5385,0.625,0.9167,1.5417,9,9,35,7.33,7,6,0,4,5,95,2.7143,0.3182,1.5007,0.5158,7.367,6.1392,4.9113,0.0,8.5948,1.25,0.2414,0.3529,0.3448,0.6977,9,11,1.0,4,4,0,2,2,31,2.8182,1.3333,6.0,0.4839,36.0,18.0,18.0,0.0,36.0,1.0,0.5,0.7,1.0,1.7,4,4,12,2.67,2,2,0,1,2,37,3.0833,0.25,1.1236,0.4595,6.7416,6.7416,3.3708,0.0,6.7416,2.0,0.2,0.3333,0.3,0.6333,4,2,0.0,1,2,0,0,0,6,3.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,0,0,0,0,1381.7,875,0,0,75,900,2250,25750,0.0,1.2846,0.1446,0.3182
e1e84d33778737c0a16ede94d51f3752,https://cards.theshow.com/mlb25/e1e84d33778737c0a16ede94d51f3752-baked.webp,JP Sears,Silver,Athletics,OAK,77,SP,29,R,L,180 lbs,"5'11""",False,81,64,65,54,83,57,66,64,72,11,7,11,8,13,13,8,16,4,0,77,53,55,56,48,0,44,9,7,77,2025,676664,2025,2025_1,05/02/2025,74,Silver,Bronze,3,7,11,8,11,13,13,8,56,88,64,74,81,6,6,139,32.67,30,9,4,6,30,404,2.9065,0.3061,1.1019,0.5347,2.4793,8.2645,1.6529,1.1019,8.2645,5.0,0.2549,0.2794,0.3906,0.67,6,25,3.0,11,2,0,2,4,68,2.72,1.2222,4.3333,0.5,6.0,12.0,6.0,0.0,33.0,2.0,0.55,0.625,0.95,1.575,4,4,88,20.0,19,5,2,4,21,274,3.1136,0.3167,1.15,0.5365,2.25,9.45,1.8,0.9,8.55,5.25,0.2742,0.2941,0.3924,0.6865,4,21,2.67,9,2,0,1,4,63,3.0,1.125,3.7453,0.5238,6.7416,13.4831,3.3708,0.0,30.3371,4.0,0.5625,0.6,0.8824,1.4824,1,1,22,5.67,5,1,0,0,7,65,2.9545,0.2941,0.8818,0.5846,1.5873,11.1111,0.0,0.0,7.9365,0.0,0.3333,0.2273,0.2727,0.5,1,4,0.67,2,0,0,0,0,8,2.0,1.0,2.9851,0.5,0.0,0.0,0.0,0.0,26.8657,0.0,0.5,0.5,0.75,1.25,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1875,0,0,0,0,0,0,0,0,2249.3,2175,0,0,375,1000,1950,36325,0.0,1.4116,0.2242,0.3428
8473cb591e179d58de2db0ddb0045515,https://cards.theshow.com/mlb25/8473cb591e179d58de2db0ddb0045515-baked.webp,Clarke Schmidt,Silver,Yankees,NYY,77,SP,29,R,R,200 lbs,"6'1""",False,74,86,73,63,56,59,94,71,99,0,0,0,0,0,0,0,26,0,0,58,44,74,43,35,0,28,0,0,77,2025,657376,2025,2025_1,05/02/2025,79,Silver,Silver,-2,0,0,0,0,0,0,0,63,43,55,88,72,3,3,65,14.67,12,9,3,9,15,194,2.9846,0.2727,1.4315,0.5361,5.5215,9.2025,5.5215,1.8405,7.362,1.6667,0.1915,0.3231,0.4464,0.7695,3,13,1.67,5,2,0,3,2,41,3.1538,1.0,4.7904,0.4878,10.7784,10.7784,16.1677,0.0,26.9461,0.6667,0.4545,0.6154,0.9,1.5154,3,3,65,14.67,12,9,3,9,15,194,2.9846,0.2727,1.4315,0.5361,5.5215,9.2025,5.5215,1.8405,7.362,1.6667,0.1915,0.3231,0.4464,0.7695,3,13,1.67,5,2,0,3,2,41,3.1538,1.0,4.7904,0.4878,10.7784,10.7784,16.1677,0.0,26.9461,0.6667,0.4545,0.6154,0.9,1.5154,1,1,20,5.0,1,1,1,4,6,77,3.85,0.0667,1.0,0.5065,1.8,10.8,7.2,1.8,1.8,1.5,0.0,0.25,0.25,0.5,1,3,0.67,0,0,0,1,1,13,4.3333,0.0,1.4925,0.5385,0.0,13.4328,13.4328,0.0,0.0,1.0,0.0,0.3333,0.0,0.3333,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1875,0,0,0,0,0,0,0,0,2056.7,1700,0,0,250,625,1925,31750,0.0,1.1305,0.2012,0.2929
