uuid,type,img,baked_img,sc_baked_img,name,rarity,team,team_short_name,ovr,series,series_texture_name,series_year,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,hit_rank_image,fielding_rank_image,pitches,quirks,is_sellable,has_augment,augment_text,augment_end_date,has_matchup,stars,trend,new_rank,has_rank_change,event,set_name,is_live_set,ui_anim_index
32df38d18d0df97f394f4b2b5fdca17d,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTZ5IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fbff8ba1fd8f872fe5bb06a7db62a96805558e28/523d0ba3b44fa4a1905733841456b92e.webp,https://cards.theshow.com/mlb23/32df38d18d0df97f394f4b2b5fdca17d-baked.webp,,Estevan Florial,Bronze,Yankees,NYY,68,Live,,2017,CF,"LF, RF",90,25,L,R,195 lbs,"6'1""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,48,49,48,55,35,48,52,39,25,77,0,69,67,53,68,0,78,40,53,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVhTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1bef2308eadff2a9131af2da140024355e699d5d/shield-common.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,[],[],True,False,,,False,,,68,False,True,CORE,True,0
9c652755d0405ed9e0455803b3a8b824,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ecae2a1bb2f3fa2cfa0cd06068ac22d78cc33ccf/062c2c8cb5bdf7473b9b02bf0efa717e.webp,https://cards.theshow.com/mlb23/9c652755d0405ed9e0455803b3a8b824-baked.webp,,Ethan Small,Common,Brewers,MIL,62,Live,,2017,SP,,43,26,L,L,200 lbs,"6'2""",Tennessee,False,76,60,49,57,34,62,65,55,72,11,16,8,12,14,12,8,38,8,0,65,55,45,56,50,0,33,16,7,,,"[{'name': '4-Seam Fastball', 'speed': 91, 'control': 60, 'movement': 72}, {'name': 'Circle Change', 'speed': 79, 'control': 53, 'movement': 60}, {'name': 'Slider', 'speed': 79, 'control': 56, 'movement': 66}, {'name': '2-Seam Fastball', 'speed': 90, 'control': 54, 'movement': 50}]",[],True,False,,,False,,,62,False,True,CORE,True,0
1fb5ae8891cf6a8b1d32d3f1121b34f2,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDdIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0de6bd20a816082837691d646ef29073df777191/b2dde71110fd7caaf356a324a5ccd1fe.webp,https://cards.theshow.com/mlb23/1fb5ae8891cf6a8b1d32d3f1121b34f2-baked.webp,,Eugenio Suarez,Bronze,Mariners,SEA,72,Live,,2017,3B,"1B, SS",28,31,R,R,213 lbs,"5'11""",Venezuela,True,0,0,0,0,0,0,0,10,10,63,54,65,72,37,69,56,35,25,92,0,75,63,84,67,0,27,3,26,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWpTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--62892dda92c86ec37891e2e1b66c18bdb35929e2/shield-silver.webp,[],"[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDNQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b56c9801d77d53b3b2cc3458fb6eef5c764b7c68/GPerk_Homebody.webp'}, {'name': 'First-Pitch Hitter', 'description': 'Excels at hitting the first pitch of an at-bat', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHJQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bd4a3ce39552732bbe2e0800c35cdab25b2c3d2a/GPerk_FirstPitchHitter.webp'}, {'name': 'Fighter', 'description': 'Performs better in the 9th inning or later', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdG5QIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f5d8df4694b7d6b3e144477a8315125bc586ee8f/GPerk_Fighter.webp'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUxQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d8905046868809ab55cad576089aa81ecbf05af3/GPerk_NightPlayer.webp'}]",True,False,,,False,,,72,False,True,CORE,True,0
450e61ed9a950b1fc7e782fff7d2bc49,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWEvIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8360feea17a789c425334c234a42d3025816a806/d2564f97f1ce8dfd406927264612e404.webp,https://cards.theshow.com/mlb23/450e61ed9a950b1fc7e782fff7d2bc49-baked.webp,,Eury Perez,Gold,Marlins,MIA,82,Live,,2017,SP,,39,19,R,R,220 lbs,"6'8""",Dominican Republic,False,72,116,78,73,64,101,76,60,68,13,11,7,3,8,9,6,36,11,0,75,46,77,48,40,0,37,5,4,,,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 69, 'movement': 68}, {'name': 'Curveball', 'speed': 81, 'control': 61, 'movement': 66}, {'name': 'Changeup', 'speed': 81, 'control': 54, 'movement': 44}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 59, 'movement': 54}]",[],True,False,,,False,,,82,False,False,CORE,True,0
b9502764d2a757587e41fcd18c84c78c,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRlBPSXdnPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8f1a00249045e67dfd7cb1e83958ea8f7d7dc228/67c41fdfabc6a32f19e7c6c50fed28b5.webp,https://cards.theshow.com/mlb23/b9502764d2a757587e41fcd18c84c78c-baked.webp,,Evan Carter,Gold,Rangers,TEX,82,Live,,2017,CF,"LF, RF",32,21,L,R,190 lbs,"6'4""",Tennessee,True,0,0,0,0,0,0,0,10,10,52,97,50,65,45,98,75,35,30,70,0,83,59,65,88,0,91,60,60,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWpTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--62892dda92c86ec37891e2e1b66c18bdb35929e2/shield-silver.webp,[],[],True,False,,,False,,,82,False,True,CORE,True,0
9fea8de3d6571fa87307a48cbdb9f345,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRHpKRWdjPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6196dc0bf47a2ec6c8d94efe2d896d7b4ad4256d/8f7140d3b8ecd5b41cd5d2b9d686120a.webp,https://cards.theshow.com/mlb23/9fea8de3d6571fa87307a48cbdb9f345-baked.webp,,Evan Justice,Common,Rockies,COL,57,Live,,2017,RP,,56,25,L,L,205 lbs,"6'4""",Virginia,False,25,57,49,47,56,45,75,52,55,4,6,3,7,6,8,7,37,5,0,82,52,45,56,47,0,38,6,5,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 56, 'movement': 55}, {'name': 'Slider', 'speed': 84, 'control': 53, 'movement': 54}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 48, 'movement': 50}]",[],True,False,,,False,,,57,False,False,CORE,True,0
aeeccb23240a0d6ee5b5c0ef3e314a4a,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjI2IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3edc3f3809037f17a94a2928e1d5218835bc0213/d4c1698466f65d4d8ec2a7b2c04ad32c.webp,https://cards.theshow.com/mlb23/aeeccb23240a0d6ee5b5c0ef3e314a4a-baked.webp,,Evan Longoria,Silver,Diamondbacks,ARI,76,Live,,2017,3B,1B,3,37,R,R,213 lbs,"6'1""",California,True,0,0,0,0,0,0,0,10,10,84,55,95,69,49,61,48,54,25,76,0,68,34,77,72,0,36,2,8,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWZTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aaae9759e9c12cf87f352fc5009a7fed4f95e158/shield-gold.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,[],"[{'name': 'Pinch Hitter', 'description': 'Excels at pinch hitting', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWZQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a452478c4ebeae6c26888ab292d8511725080b8a/GPerk_PinchHitter.webp'}]",True,False,,,False,,,76,False,True,CORE,True,0
7b6a3f6dd3af2f09823e8ebcb0f52097,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSGVyM0FNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a1e6b54c6fbb6be8e5d4411d807def68e56fd1e4/c3135e9d6939ab70594272cd41d26fcc.webp,https://cards.theshow.com/mlb23/7b6a3f6dd3af2f09823e8ebcb0f52097-baked.webp,,Evan Phillips,Diamond,Dodgers,LAD,87,Live,,2017,RP,,59,28,R,R,215 lbs,"6'2""",Maryland,False,25,121,102,80,80,72,99,79,99,0,0,0,0,0,8,0,38,12,0,79,25,55,37,34,0,37,0,13,,,"[{'name': 'Slider', 'speed': 85, 'control': 78, 'movement': 99}, {'name': 'Cutter', 'speed': 93, 'control': 84, 'movement': 60}, {'name': '4-Seam Fastball', 'speed': 96, 'control': 78, 'movement': 58}, {'name': 'Sinker', 'speed': 95, 'control': 76, 'movement': 68}]","[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDNQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b56c9801d77d53b3b2cc3458fb6eef5c764b7c68/GPerk_Homebody.webp'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUxQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d8905046868809ab55cad576089aa81ecbf05af3/GPerk_NightPlayer.webp'}]",True,False,,,False,,,87,False,False,CORE,True,1
26d3af810451fadd294aff0f8e5cdee7,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUMvIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fc9d0e5a61f4355863ad882258a9abbceb6b8135/af4863351813f4ea6499dd930d5969a4.webp,https://cards.theshow.com/mlb23/26d3af810451fadd294aff0f8e5cdee7-baked.webp,,Everson Pereira,Bronze,Yankees,NYY,66,Live,,2017,CF,"LF, RF",80,21,R,R,191 lbs,"6'0""",Venezuela,True,0,0,0,0,0,0,0,10,10,50,55,40,46,44,44,38,35,27,64,0,62,65,54,65,0,74,39,34,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVhTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1bef2308eadff2a9131af2da140024355e699d5d/shield-common.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,[],[],True,False,,,False,,,66,False,True,CORE,True,0
046d4d3fe420aa00e24349c554a9f279,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEN4IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b8ce8e3f06e03aab48d600772acca3cf69110597/30e407dfcb95a8e7248fe354b967be06.webp,https://cards.theshow.com/mlb23/046d4d3fe420aa00e24349c554a9f279-baked.webp,,Ezequiel Duran,Silver,Rangers,TEX,79,Live,,2017,2B,"3B, SS, LF, RF",20,23,R,R,185 lbs,"5'11""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,85,78,76,56,52,38,68,34,31,80,0,74,99,60,70,0,84,8,25,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWpTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--62892dda92c86ec37891e2e1b66c18bdb35929e2/shield-silver.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWZTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aaae9759e9c12cf87f352fc5009a7fed4f95e158/shield-gold.webp,[],[],True,False,,,False,,,79,False,True,CORE,True,0
2ca500bb14c5c11f3dcf977b5043734e,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTdJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--958236e7d9f1fd6b60a9cf03865e749e9f3b267c/8c7029c7cf5e9544534406d71c42d1d9.webp,https://cards.theshow.com/mlb23/2ca500bb14c5c11f3dcf977b5043734e-baked.webp,,Ezequiel Tovar,Silver,Rockies,COL,76,Live,,2017,SS,"2B, 3B",14,21,R,R,162 lbs,"6'0""",Venezuela,True,0,0,0,0,0,0,0,10,10,70,65,65,47,53,33,72,28,31,80,0,85,73,72,76,0,63,19,34,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWZTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aaae9759e9c12cf87f352fc5009a7fed4f95e158/shield-gold.webp,[],[],True,False,,,False,,,76,False,True,CORE,True,0
def6feabfe6b1da4025c2152c03aa83e,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGlOOWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a4cf73ab80849dc5620f8d068643d04a02bf221f/484b166703e17c2856ed0435eca112da.webp,https://cards.theshow.com/mlb23/def6feabfe6b1da4025c2152c03aa83e-baked.webp,,Felix Bautista,Diamond,Orioles,BAL,92,Live,,2017,CP,,74,27,R,R,285 lbs,"6'8""",Dominican Republic,False,27,121,116,120,45,75,99,82,92,0,0,0,0,2,0,0,36,7,0,80,35,87,41,36,0,38,0,7,,,"[{'name': '4-Seam Fastball', 'speed': 99, 'control': 83, 'movement': 80}, {'name': 'Splitter', 'speed': 88, 'control': 87, 'movement': 59}, {'name': 'Slider', 'speed': 85, 'control': 77, 'movement': 92}]","[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDNQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b56c9801d77d53b3b2cc3458fb6eef5c764b7c68/GPerk_Homebody.webp'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUxQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d8905046868809ab55cad576089aa81ecbf05af3/GPerk_NightPlayer.webp'}, {'name': 'Outlier I', 'description': 'Primary pitch exceeds max velocity limit', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVBQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c02898e863bc919b24216c34ebf8ab552db3e6ed/GPerk_OutlierI.webp'}]",True,False,,,False,,,92,False,False,CORE,True,1
c0555098bc5bf56e5d5105e4f9ba0e5c,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHl3IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--33c923098520b1e2f16289f26887096f0d445fe4/5ceb87c35c5232a3d3b0075a1b1dbd1b.webp,https://cards.theshow.com/mlb23/c0555098bc5bf56e5d5105e4f9ba0e5c-baked.webp,,Fernando Cruz,Bronze,Reds,CIN,68,Live,,2017,RP,,63,33,R,R,237 lbs,"6'2""",Puerto Rico,False,23,55,69,73,48,44,81,48,80,5,3,8,4,3,4,3,39,7,0,78,55,56,56,43,0,39,5,4,,,"[{'name': 'Slider', 'speed': 87, 'control': 56, 'movement': 69}, {'name': 'Splitter', 'speed': 82, 'control': 46, 'movement': 80}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 46, 'movement': 69}, {'name': '2-Seam Fastball', 'speed': 93, 'control': 46, 'movement': 62}]",[],True,False,,,False,,,68,False,False,CORE,True,0
aacfe532ad5037a09894ea841d6ff2ba,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM2FOOWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--45a2b210e5845887dbe821235b96f1abef8f2211/f450a1b5bb41b8e6c50767dfaef13241.webp,https://cards.theshow.com/mlb23/aacfe532ad5037a09894ea841d6ff2ba-baked.webp,,Fernando Tatis Jr.,Diamond,Padres,SD,89,Live,,2017,RF,"2B, 3B, SS, LF, CF",23,23,R,R,217 lbs,"6'3""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,91,62,80,65,63,58,79,45,45,79,0,90,99,99,82,0,90,94,90,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWZTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aaae9759e9c12cf87f352fc5009a7fed4f95e158/shield-gold.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWJTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0302100e855dca83eecb9f3eba5ec4c6cf645449/shield-diamond.webp,[],[],True,False,,,False,,,89,False,True,CORE,True,1
c0ed40c1744035add0f3b4a4162118a7,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQTJuM2dVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a70473e7777eee79063335494bbcd34009119fe9/84e2dd80a484e2754aada80baec413ef.webp,https://cards.theshow.com/mlb23/c0ed40c1744035add0f3b4a4162118a7-baked.webp,,Forrest Wall,Bronze,Braves,ATL,66,Live,,2017,CF,"2B, LF, RF",73,27,L,R,195 lbs,"6'1""",Florida,True,0,0,0,0,0,0,0,10,10,48,52,32,47,42,56,35,32,32,76,0,65,61,49,55,0,85,70,72,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVhTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1bef2308eadff2a9131af2da140024355e699d5d/shield-common.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVhTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1bef2308eadff2a9131af2da140024355e699d5d/shield-common.webp,[],[],True,False,,,False,,,66,False,True,CORE,True,0
2acb3374193eacfdc8c704b0faab6fee,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUhQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--93c08d982767522a803537afdcb497519338589c/3c5a31edfc31ca6ddca586090da81800.webp,https://cards.theshow.com/mlb23/2acb3374193eacfdc8c704b0faab6fee-baked.webp,,Forrest Whitley,Common,Astros,HOU,63,Live,,2017,SP,,29,25,R,R,238 lbs,"6'7""",Texas,False,77,52,47,49,45,48,83,63,70,6,6,5,7,10,13,8,20,4,0,78,36,44,39,34,0,27,0,0,,,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 62, 'movement': 65}, {'name': 'Slider', 'speed': 87, 'control': 61, 'movement': 60}, {'name': 'Curveball', 'speed': 82, 'control': 58, 'movement': 52}, {'name': 'Changeup', 'speed': 82, 'control': 76, 'movement': 70}, {'name': '2-Seam Fastball', 'speed': 94, 'control': 59, 'movement': 58}]",[],True,False,,,False,,,63,False,True,CORE,True,0
f53203e7da73bf0970140a39c986231f,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTzFuK1FVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8c710e732887d52469772511aaff416dd947de0e/e428efd328fdf9f1d13f2bcca31d5b0f.jpg,https://cards.theshow.com/mlb23/f53203e7da73bf0970140a39c986231f-baked.webp,,Framber Valdez,Gold,Astros,HOU,81,Live,,2017,SP,,59,29,R,L,239 lbs,"5'11""",Dominican Republic,False,92,72,75,61,72,72,92,79,99,0,0,0,0,0,0,0,64,0,0,74,54,68,49,39,0,42,0,13,,,"[{'name': 'Sinker', 'speed': 94, 'control': 77, 'movement': 91}, {'name': 'Curveball', 'speed': 79, 'control': 85, 'movement': 99}, {'name': 'Cutter', 'speed': 83, 'control': 81, 'movement': 59}, {'name': 'Circle Change', 'speed': 88, 'control': 79, 'movement': 90}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 77, 'movement': 66}]","[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDNQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b56c9801d77d53b3b2cc3458fb6eef5c764b7c68/GPerk_Homebody.webp'}, {'name': 'Stopper', 'description': 'Performs better when team is behind', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmJQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8572ba659a1b17628ca9c6ee8aa95ebd5ba1a22c/GPerk_Stopper.webp'}, {'name': 'Day Player', 'description': 'Performs better when playing day games', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGJQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3ffe526e80a5852d336988d7d23a2303497ab625/GPerk_DayPlayer.webp'}, {'name': 'Break Outlier', 'description': 'Pitchers lose less break when tired', 'img': 'https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcy9QIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6ac1ef4837d1bd0dc459d177e701e4089302f596/GPerk_BreakOutlier.webp'}]",True,False,,,False,,,81,False,False,CORE,True,0
2d5c9e72cf23f2dc4f23ae0b2dd033cc,mlb_card,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdW1rIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bccbe514d5b9037d48413a656a9160a2694f799a/db9cc85b3c2461af8f5dc6b2d0ea23fc.webp,https://cards.theshow.com/mlb23/2d5c9e72cf23f2dc4f23ae0b2dd033cc-baked.webp,,Francisco Alvarez,Gold,Mets,NYM,81,Live,,2017,C,,4,21,R,R,233 lbs,"5'10""",Venezuela,True,0,0,0,0,0,0,0,10,10,34,55,70,97,53,59,59,35,25,78,0,83,66,62,74,72,45,16,12,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVRTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b55ed558596fda7637b53d9920ed3e7e96137ae6/shield-bronze.webp,https://mlb23.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWpTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--62892dda92c86ec37891e2e1b66c18bdb35929e2/shield-silver.webp,[],[],True,False,,,False,,,81,False,True,CORE,True,0
