,uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,pitches,new_rank,has_rank_change,season,mlb_id
10,dad095b0ea6a87b0b3efe287517c0a28,https://cards.theshow.com/mlb24/dad095b0ea6a87b0b3efe287517c0a28-baked.webp,Aaron Civale,Silver,Brewers,MIL,77,SP,,32,28,R,R,215 lbs,"6'2""",Connecticut,False,77,78,69,54,74,58,82,80,98,0,0,0,0,0,17,0,63,1,0,78,45,68,49,40,0,40,0,12,"[{'name': 'Cutter', 'speed': 88, 'control': 99, 'movement': 80}, {'name': 'Slurve', 'speed': 78, 'control': 75, 'movement': 98}, {'name': 'Sinker', 'speed': 92, 'control': 94, 'movement': 65}, {'name': '4-Seam Fastball', 'speed': 92, 'control': 65, 'movement': 88}, {'name': 'Slider', 'speed': 82, 'control': 69, 'movement': 87}]",77,False,2024,650644
11,7d6c7d95a1e5e861c54d20002585a809,https://cards.theshow.com/mlb24/7d6c7d95a1e5e861c54d20002585a809-baked.webp,Aaron Judge,Diamond,Yankees,NYY,95,CF,"LF, RF",99,31,R,R,282 lbs,"6'7""",California,True,0,0,0,0,0,0,0,10,10,94,101,125,124,48,125,100,35,25,96,0,72,82,88,63,0,43,52,47,[],95,False,2024,592450
12,fb594795218f0a6fd0d83ccd5d6b2374,https://cards.theshow.com/mlb24/fb594795218f0a6fd0d83ccd5d6b2374-baked.webp,Aaron Nola,Gold,Phillies,PHI,80,SP,,27,30,R,R,200 lbs,"6'2""",Louisiana,False,90,51,77,58,76,59,74,64,96,0,6,0,0,0,55,0,70,25,0,77,66,62,68,38,0,25,0,0,"[{'name': 'Knuckle-curve', 'speed': 79, 'control': 65, 'movement': 89}, {'name': '4-Seam Fastball', 'speed': 92, 'control': 72, 'movement': 96}, {'name': 'Sinker', 'speed': 91, 'control': 61, 'movement': 94}, {'name': 'Circle Change', 'speed': 85, 'control': 63, 'movement': 65}, {'name': 'Cutter', 'speed': 87, 'control': 63, 'movement': 62}]",80,False,2024,605400
13,64b69edbdbebddfb07106576108edc00,https://cards.theshow.com/mlb24/64b69edbdbebddfb07106576108edc00-baked.webp,Adam Macko,Common,Blue Jays,TOR,63,SP,,64,23,L,L,170 lbs,"6'0""",Vietnam,False,75,54,48,56,48,54,47,50,64,9,12,7,13,12,11,8,33,7,0,68,48,48,45,43,0,36,9,8,"[{'name': '4-Seam Fastball', 'speed': 88, 'control': 58, 'movement': 56}, {'name': 'Curveball', 'speed': 74, 'control': 48, 'movement': 64}, {'name': 'Changeup', 'speed': 77, 'control': 48, 'movement': 58}, {'name': '2-Seam Fastball', 'speed': 86, 'control': 49, 'movement': 48}]",63,False,2024,671936
14,6e4aeddb8617ec07da865149eccfb5ba,https://cards.theshow.com/mlb24/6e4aeddb8617ec07da865149eccfb5ba-baked.webp,Adam Mazur,Common,Marlins,MIA,60,SP,,36,22,R,R,180 lbs,"6'2""",Minnesota,False,72,37,47,50,36,56,92,55,56,5,2,6,3,3,2,5,34,7,0,76,56,57,58,50,0,40,6,4,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 56, 'movement': 56}, {'name': 'Circle Change', 'speed': 88, 'control': 59, 'movement': 45}, {'name': '12-6 Curve', 'speed': 80, 'control': 57, 'movement': 54}, {'name': 'Slider', 'speed': 87, 'control': 56, 'movement': 54}, {'name': 'Sinker', 'speed': 94, 'control': 48, 'movement': 45}]",60,False,2024,800049
15,480682ba6379ad6a46055e6a30d37d9c,https://cards.theshow.com/mlb24/480682ba6379ad6a46055e6a30d37d9c-baked.webp,Adam Oller,Bronze,Marlins,MIA,65,SP,,77,29,R,R,225 lbs,"6'4""",Texas,False,77,65,59,51,42,42,71,52,93,0,0,0,0,2,0,0,38,14,0,72,35,54,47,44,0,38,0,11,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 57, 'movement': 93}, {'name': 'Slurve', 'speed': 84, 'control': 56, 'movement': 83}, {'name': 'Cutter', 'speed': 89, 'control': 48, 'movement': 86}, {'name': 'Circle Change', 'speed': 87, 'control': 49, 'movement': 60}]",65,False,2024,670124
16,c225873006fb2679019ea8b81e9bd278,https://cards.theshow.com/mlb24/c225873006fb2679019ea8b81e9bd278-baked.webp,Adam Ottavino,Bronze,Mets,NYM,73,RP,,0,38,S,R,246 lbs,"6'5""",New York,False,24,65,79,76,60,70,81,72,98,0,0,0,0,1,6,0,64,0,0,82,50,49,31,46,0,4,0,0,"[{'name': 'Sinker', 'speed': 92, 'control': 74, 'movement': 91}, {'name': 'Slurve', 'speed': 78, 'control': 68, 'movement': 78}, {'name': 'Circle Change', 'speed': 87, 'control': 83, 'movement': 90}, {'name': 'Cutter', 'speed': 88, 'control': 62, 'movement': 98}, {'name': '4-Seam Fastball', 'speed': 93, 'control': 74, 'movement': 61}]",73,False,2024,493603
17,ac503f9e2345aa0e0cb346bec68f7ce5,https://cards.theshow.com/mlb24/ac503f9e2345aa0e0cb346bec68f7ce5-baked.webp,Adbert Alzolay,Bronze,Cubs,CHC,72,CP,,73,29,R,R,208 lbs,"6'1""",Slovenia,False,26,89,67,58,71,51,99,71,82,0,0,0,0,9,11,0,39,8,0,78,44,65,38,37,0,38,9,8,"[{'name': 'Slider', 'speed': 88, 'control': 94, 'movement': 77}, {'name': '4-Seam Fastball', 'speed': 95, 'control': 61, 'movement': 82}, {'name': 'Sinker', 'speed': 95, 'control': 73, 'movement': 64}, {'name': 'Cutter', 'speed': 91, 'control': 66, 'movement': 75}, {'name': 'Sweeping Curve', 'speed': 83, 'control': 65, 'movement': 41}]",72,False,2024,640470
18,f558bdfd34ca36383c0e6b451a1a9654,https://cards.theshow.com/mlb24/f558bdfd34ca36383c0e6b451a1a9654-baked.webp,Addison Barger,Bronze,Blue Jays,TOR,72,3B,"1B, 2B, SS, LF, CF, RF",47,24,L,R,210 lbs,"6'0""",Washington,True,0,0,0,0,0,0,0,10,10,42,50,35,63,49,42,71,29,24,74,0,74,96,76,70,0,64,36,27,[],72,False,2024,680718
19,da5238b375020ac7a93da7342e303384,https://cards.theshow.com/mlb24/da5238b375020ac7a93da7342e303384-baked.webp,Adley Rutschman,Diamond,Orioles,BAL,86,C,1B,35,26,S,R,230 lbs,"6'2""",Oregon,True,0,0,0,0,0,0,0,10,10,104,50,66,54,79,65,85,35,25,95,0,80,88,70,85,95,50,8,21,[],86,False,2024,668939
20,2feb75fc9b86f959e54a9cc501e190e3,https://cards.theshow.com/mlb24/2feb75fc9b86f959e54a9cc501e190e3-baked.webp,Adolis García,Silver,Rangers,TEX,79,RF,"LF, CF",53,31,R,R,205 lbs,"6'1""",Venezuela,True,0,0,0,0,0,0,0,10,10,56,50,70,67,50,52,59,35,25,95,0,75,90,99,79,0,54,55,59,[],79,False,2024,666969
21,49d7b1d4a81e28aa55388343e1d2f009,https://cards.theshow.com/mlb24/49d7b1d4a81e28aa55388343e1d2f009-baked.webp,Adrian Del Castillo,Bronze,Diamondbacks,ARI,74,C,RF,25,24,L,R,208 lbs,"5'10""",Florida,True,0,0,0,0,0,0,0,10,10,51,68,31,70,51,55,73,22,16,75,0,67,65,67,66,60,55,26,18,[],74,False,2024,680728
22,472a3e1d1d1bd0e6ac41ccadbd855f3d,https://cards.theshow.com/mlb24/472a3e1d1d1bd0e6ac41ccadbd855f3d-baked.webp,Adrian Morejon,Bronze,Padres,SD,74,RP,,50,25,L,L,224 lbs,"5'11""",Venezuela,False,28,90,66,66,70,79,99,55,90,0,0,0,0,3,0,0,37,10,0,78,38,56,45,40,0,37,0,11,"[{'name': '4-Seam Fastball', 'speed': 97, 'control': 59, 'movement': 74}, {'name': 'Slider', 'speed': 86, 'control': 57, 'movement': 90}, {'name': 'Slurve', 'speed': 82, 'control': 50, 'movement': 76}, {'name': 'Splitter', 'speed': 86, 'control': 45, 'movement': 66}, {'name': 'Sinker', 'speed': 95, 'control': 64, 'movement': 65}]",74,False,2024,670970
23,da3ab53009898639e01cb36bfee50367,https://cards.theshow.com/mlb24/da3ab53009898639e01cb36bfee50367-baked.webp,AJ Smith-Shawver,Bronze,Braves,ATL,66,SP,,32,21,R,R,205 lbs,"6'3""",Texas,False,77,53,55,57,42,53,84,64,72,9,7,8,4,13,10,10,38,8,0,70,46,54,46,50,0,38,9,7,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 68, 'movement': 71}, {'name': 'Slider', 'speed': 86, 'control': 70, 'movement': 49}, {'name': 'Sweeping Curve', 'speed': 77, 'control': 56, 'movement': 72}]",66,False,2024,700363
24,83551df7a2c9de05f62f1d33964baaa7,https://cards.theshow.com/mlb24/83551df7a2c9de05f62f1d33964baaa7-baked.webp,Akil Baddoo,Bronze,Tigers,DET,74,RF,"LF, CF",60,25,L,L,214 lbs,"6'1""",Maryland,True,0,0,0,0,0,0,0,10,10,50,63,27,55,40,71,81,44,40,76,0,86,67,69,88,0,83,53,72,[],74,False,2024,668731
25,658858d672dfc747156f59d3ecf4d7e5,https://cards.theshow.com/mlb24/658858d672dfc747156f59d3ecf4d7e5-baked.webp,Alec Bohm,Silver,Phillies,PHI,79,3B,1B,28,27,R,R,218 lbs,"6'5""",Nebraska,True,0,0,0,0,0,0,0,10,10,83,86,62,47,85,50,96,30,20,93,0,58,54,75,70,0,43,9,30,[],79,False,2024,664761
26,d0e5d77af138a35d2ce7ee1a5de2c36c,https://cards.theshow.com/mlb24/d0e5d77af138a35d2ce7ee1a5de2c36c-baked.webp,Alec Burleson,Silver,Cardinals,STL,75,RF,"1B, LF, CF",41,25,L,L,225 lbs,"6'2""",North Carolina,True,0,0,0,0,0,0,51,49,45,41,89,51,73,89,45,77,35,25,76,0,35,74,67,31,0,27,6,7,[],75,False,2024,676475
27,0dc6f051811680f413d297f331ed7857,https://cards.theshow.com/mlb24/0dc6f051811680f413d297f331ed7857-baked.webp,Alec Marsh,Silver,Royals,KC,76,SP,,48,25,R,R,220 lbs,"6'2""",Wisconsin,False,74,67,69,57,70,64,86,45,56,5,5,5,5,5,5,5,25,0,0,73,40,60,50,40,0,45,35,0,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 52, 'movement': 56}, {'name': 'Curveball', 'speed': 83, 'control': 43, 'movement': 55}, {'name': 'Slider', 'speed': 87, 'control': 44, 'movement': 55}, {'name': 'Circle Change', 'speed': 87, 'control': 40, 'movement': 45}, {'name': 'Sinker', 'speed': 93, 'control': 47, 'movement': 53}]",76,False,2024,679525
28,dcf7be942fdb9ba4f581592e98a552ec,https://cards.theshow.com/mlb24/dcf7be942fdb9ba4f581592e98a552ec-baked.webp,Alejandro Kirk,Silver,Blue Jays,TOR,79,C,,30,25,R,R,245 lbs,"5'8""",Ireland,True,0,0,0,0,0,0,0,10,10,53,70,45,41,83,72,54,24,22,85,0,90,59,80,93,88,7,0,12,[],79,False,2024,672386
29,aa955ab69f8c45b03468465c03e5bd38,https://cards.theshow.com/mlb24/aa955ab69f8c45b03468465c03e5bd38-baked.webp,Alek Jacob,Common,Padres,SD,54,RP,,37,25,L,R,190 lbs,"6'3""",Washington,False,30,56,44,43,57,45,57,55,64,4,6,2,5,5,6,7,5,4,0,85,55,38,56,57,0,5,6,2,"[{'name': '4-Seam Fastball', 'speed': 90, 'control': 65, 'movement': 56}, {'name': 'Curveball', 'speed': 78, 'control': 56, 'movement': 64}, {'name': 'Slider', 'speed': 82, 'control': 48, 'movement': 44}, {'name': '2-Seam Fastball', 'speed': 89, 'control': 53, 'movement': 49}]",54,False,2024,689690
30,1cb566de54a486d7a9ca8b08c396c764,https://cards.theshow.com/mlb24/1cb566de54a486d7a9ca8b08c396c764-baked.webp,Alek Manoah,Bronze,Blue Jays,TOR,74,SP,,6,26,R,R,285 lbs,"6'6""",Florida,False,75,77,72,58,53,67,88,76,85,0,0,0,0,0,0,0,39,8,0,88,55,48,53,35,0,26,0,9,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 79, 'movement': 66}, {'name': 'Slider', 'speed': 82, 'control': 75, 'movement': 85}, {'name': 'Sinker', 'speed': 93, 'control': 79, 'movement': 65}, {'name': 'Circle Change', 'speed': 87, 'control': 72, 'movement': 69}]",74,False,2024,666201
31,ebc8854c9c916986d13fcdcfc039d5bd,https://cards.theshow.com/mlb24/ebc8854c9c916986d13fcdcfc039d5bd-baked.webp,Alek Thomas,Silver,Diamondbacks,ARI,75,CF,"1B, LF, RF",5,23,L,L,175 lbs,"5'11""",Illinois,True,0,0,0,0,0,0,0,10,10,26,45,31,66,75,51,66,40,40,70,0,80,66,66,68,0,80,65,60,[],75,False,2024,677950
32,7ad349fb654f5a10ee436cd9f06dab93,https://cards.theshow.com/mlb24/7ad349fb654f5a10ee436cd9f06dab93-baked.webp,Alex Bregman,Gold,Astros,HOU,80,3B,"1B, SS, LF",2,30,R,R,192 lbs,"6'0""",New Mexico,True,0,0,0,0,0,0,0,10,10,52,80,72,67,90,52,57,35,27,98,0,72,54,59,69,0,39,2,38,[],80,False,2024,608324
33,60c708516a302e1b94ce771f1c6c6786,https://cards.theshow.com/mlb24/60c708516a302e1b94ce771f1c6c6786-baked.webp,Alex Call,Silver,Nationals,WAS,78,RF,"LF, CF",17,29,R,R,189 lbs,"5'11""",Minnesota,True,0,0,0,0,0,0,0,10,10,70,66,63,44,70,78,76,34,35,80,0,84,77,55,82,0,79,6,31,[],78,False,2024,669743
34,0bab7b5e2d95e1b223211d1c77730985,https://cards.theshow.com/mlb24/0bab7b5e2d95e1b223211d1c77730985-baked.webp,Alex Cobb,Silver,Guardians,CLE,75,SP,,35,36,R,R,205 lbs,"6'3""",Massachusetts,False,79,73,51,56,76,73,96,70,99,0,0,0,0,10,2,0,65,5,0,49,40,48,32,37,0,4,0,0,"[{'name': 'Sinker', 'speed': 95, 'control': 76, 'movement': 75}, {'name': 'Splitter', 'speed': 89, 'control': 76, 'movement': 78}, {'name': '12-6 Curve', 'speed': 84, 'control': 64, 'movement': 95}, {'name': 'Slider', 'speed': 86, 'control': 65, 'movement': 99}]",75,False,2024,502171
35,4bb002277e112ee65d0d086c8ff39385,https://cards.theshow.com/mlb24/4bb002277e112ee65d0d086c8ff39385-baked.webp,Alex Faedo,Bronze,Tigers,DET,68,RP,,49,28,R,R,225 lbs,"6'5""",Florida,False,32,81,74,54,56,43,90,53,92,4,3,0,0,0,0,0,27,18,0,70,27,74,37,25,0,21,0,0,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 59, 'movement': 92}, {'name': 'Slider', 'speed': 83, 'control': 52, 'movement': 70}, {'name': 'Circle Change', 'speed': 88, 'control': 50, 'movement': 82}, {'name': 'Sinker', 'speed': 94, 'control': 51, 'movement': 78}]",68,False,2024,656412
36,df3bf939158c12fc20d7f622337374f8,https://cards.theshow.com/mlb24/df3bf939158c12fc20d7f622337374f8-baked.webp,Alex Kirilloff,Bronze,Twins,MIN,67,RF,"1B, LF, CF",19,26,L,L,195 lbs,"6'2""",Pennsylvania,True,0,0,0,0,0,0,0,10,10,48,64,56,54,54,59,54,35,25,73,0,52,35,63,58,0,54,2,15,[],67,False,2024,666135
37,4c2d53038c2d3d49748bfd621c11ed82,https://cards.theshow.com/mlb24/4c2d53038c2d3d49748bfd621c11ed82-baked.webp,Alex Lange,Bronze,Tigers,DET,72,CP,,55,28,R,R,202 lbs,"6'3""",California,False,24,86,94,76,23,83,99,70,85,0,0,0,0,2,0,0,28,14,0,88,31,43,33,29,0,39,0,1,"[{'name': 'Knuckle-curve', 'speed': 85, 'control': 78, 'movement': 52}, {'name': 'Sinker', 'speed': 95, 'control': 62, 'movement': 73}, {'name': 'Circle Change', 'speed': 88, 'control': 75, 'movement': 85}, {'name': '4-Seam Fastball', 'speed': 96, 'control': 67, 'movement': 66}]",72,False,2024,656638
38,764497b4a2a25664fb6a19e3f9604bc3,https://cards.theshow.com/mlb24/764497b4a2a25664fb6a19e3f9604bc3-baked.webp,Alex Verdugo,Silver,Yankees,NYY,76,LF,"CF, RF",24,27,L,L,209 lbs,"6'0""",Arizona,True,0,0,0,0,0,0,0,10,10,51,62,38,52,82,58,58,36,25,93,0,77,89,79,72,0,54,11,35,[],76,False,2024,657077
39,4194ae086b5fa974e2458acdbdd6dc90,https://cards.theshow.com/mlb24/4194ae086b5fa974e2458acdbdd6dc90-baked.webp,Alex Vesia,Gold,Dodgers,LAD,82,RP,,51,27,L,L,209 lbs,"6'1""",California,False,26,118,119,86,38,67,75,64,99,0,0,0,0,0,8,0,37,10,0,78,46,72,55,43,0,29,0,5,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 74, 'movement': 99}, {'name': 'Slider', 'speed': 86, 'control': 55, 'movement': 76}, {'name': 'Circle Change', 'speed': 86, 'control': 65, 'movement': 58}]",82,False,2024,681911
40,f019eaa1748308a8402dc481ca7fd944,https://cards.theshow.com/mlb24/f019eaa1748308a8402dc481ca7fd944-baked.webp,Alex Wood,Bronze,Athletics,OAK,65,SP,,57,33,R,L,215 lbs,"6'4""",North Carolina,False,70,39,46,54,60,73,76,63,93,0,0,0,0,0,48,0,94,32,0,77,40,48,39,39,0,25,0,0,"[{'name': 'Sinker', 'speed': 92, 'control': 70, 'movement': 70}, {'name': 'Circle Change', 'speed': 85, 'control': 64, 'movement': 77}, {'name': 'Slider', 'speed': 82, 'control': 56, 'movement': 93}]",65,False,2024,622072
41,190c0a29f980552a4fcf0cfe3414b589,https://cards.theshow.com/mlb24/190c0a29f980552a4fcf0cfe3414b589-baked.webp,Alexander Canario,Common,Cubs,CHC,64,RF,"LF, CF",4,23,R,R,165 lbs,"5'11""",At Sea,True,0,0,0,0,0,0,0,10,10,54,48,48,41,37,27,42,35,32,81,0,63,59,67,66,0,68,38,34,[],64,False,2024,672744
42,c8c2bc9f2171428e28e3900a55295fa0,https://cards.theshow.com/mlb24/c8c2bc9f2171428e28e3900a55295fa0-baked.webp,Alexis Díaz,Bronze,Reds,CIN,68,CP,,43,27,R,R,224 lbs,"6'2""",Slovakia,False,26,81,87,62,33,71,84,67,68,0,0,0,0,2,0,0,38,6,0,73,35,76,34,30,0,46,0,3,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 59, 'movement': 68}, {'name': 'Slider', 'speed': 87, 'control': 99, 'movement': 66}, {'name': '2-Seam Fastball', 'speed': 94, 'control': 45, 'movement': 47}]",68,False,2024,664747
43,3e2e13fe4a9b25f36312cc4389b5e49a,https://cards.theshow.com/mlb24/3e2e13fe4a9b25f36312cc4389b5e49a-baked.webp,Alika Williams,Common,Pirates,PIT,63,SS,2B,25,25,R,R,180 lbs,"6'1""",California,True,0,0,0,0,0,0,0,10,10,64,45,25,25,61,40,33,45,40,75,0,68,58,78,57,0,69,40,40,[],63,False,2024,675961
44,2a5503bcd9f31c87203b3797ff00de24,https://cards.theshow.com/mlb24/2a5503bcd9f31c87203b3797ff00de24-baked.webp,Allan Winans,Common,Braves,ATL,59,RP,,37,28,R,R,165 lbs,"6'2""",California,False,74,44,47,57,54,45,65,50,54,6,4,7,3,4,6,5,34,7,0,70,46,54,50,47,0,37,8,6,"[{'name': 'Circle Change', 'speed': 83, 'control': 46, 'movement': 45}, {'name': 'Sinker', 'speed': 90, 'control': 54, 'movement': 34}, {'name': '4-Seam Fastball', 'speed': 91, 'control': 57, 'movement': 54}, {'name': 'Slider', 'speed': 80, 'control': 46, 'movement': 44}]",59,False,2024,642216
45,023fcbb6cc093f6f06e0cfcb02565a48,https://cards.theshow.com/mlb24/023fcbb6cc093f6f06e0cfcb02565a48-baked.webp,Amed Rosario,Bronze,Reds,CIN,73,2B,"3B, SS, LF, RF",38,28,R,R,190 lbs,"6'2""",At Sea,True,0,0,0,0,0,0,0,10,10,91,89,33,34,74,25,53,41,31,94,0,52,58,60,61,0,89,37,43,[],73,False,2024,642708
46,c776369be2add4d6643c7d46dd106cd2,https://cards.theshow.com/mlb24/c776369be2add4d6643c7d46dd106cd2-baked.webp,Amos Willingham,Common,Nationals,WAS,59,RP,,54,25,R,R,217 lbs,"6'4""",Georgia,False,27,56,56,54,38,53,99,48,52,4,3,3,2,5,2,4,6,4,0,84,56,54,46,46,0,38,5,2,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 56, 'movement': 52}, {'name': 'Slider', 'speed': 85, 'control': 48, 'movement': 46}, {'name': 'Circle Change', 'speed': 88, 'control': 50, 'movement': 49}, {'name': 'Sinker', 'speed': 95, 'control': 48, 'movement': 38}, {'name': 'Cutter', 'speed': 90, 'control': 38, 'movement': 36}]",59,False,2024,686294
47,cdc0cf7132126c77529bed7d6422b056,https://cards.theshow.com/mlb24/cdc0cf7132126c77529bed7d6422b056-baked.webp,Andre Pallante,Bronze,Cardinals,STL,69,SP,,53,25,R,R,215 lbs,"6'0""",California,False,64,65,61,47,58,79,99,65,99,0,0,0,0,2,0,0,36,14,0,78,40,50,37,35,0,30,0,0,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 99, 'movement': 37}, {'name': 'Slider', 'speed': 88, 'control': 44, 'movement': 96}, {'name': '12-6 Curve', 'speed': 77, 'control': 55, 'movement': 99}, {'name': 'Sinker', 'speed': 95, 'control': 62, 'movement': 51}]",69,False,2024,669467
