uuid,type,img,name,rarity,team,team_short_name,ovr,series,series_texture_name,series_year,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,hit_rank_image,fielding_rank_image,pitches,quirks,is_sellable
8a5d25c7b9d765eecd48fffbd63d0188,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0pYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e951237d16f7bfb092e3ddd2d8a1bf88f6b7acda/28fac05827faa94b82a20429aefafd38..png,Andy Ibanez,Bronze,Rangers,TEX,71,Live,,2017,3B,"2B, SS",77,26,R,R,170 lbs,"5'10""",Cuba,True,0,0,0,0,0,0,0,10,10,75,50,52,48,82,44,45,41,29,88,0,53,52,48,48,0,64,57,37,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWRkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f0cddd7566f462a95018a10a9173945fd8300839/shield-bronze.png,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--feb62b9dfef9d1700365592f6402b85f55096084/shield-common.png,[],[],True
73338368669a521b1fff24d636c6bf7e,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjVxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--29109cc7692397bb44dcb733d1eda3be65154b22/4ee4fafa4fd621c6c7221d0a95731103.jpg,Andy Young,Bronze,Diamondbacks,ARI,65,Live,,2017,2B,"3B, SS",15,25,R,R,200 lbs,"6'0""",North Dakota,True,0,0,0,0,0,0,0,10,10,48,44,57,51,57,60,50,45,35,70,0,54,51,59,51,0,56,24,28,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--feb62b9dfef9d1700365592f6402b85f55096084/shield-common.png,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--feb62b9dfef9d1700365592f6402b85f55096084/shield-common.png,[],[],True
48f80b634fc8d3d9ec00cb9f04956a6d,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHRMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2579c621e1e62d6f22415797e0074d91c5ab4e0b/d1a4dda9fc39a9760b8ad1b0d8210113..png,Angel Perdomo,Bronze,Brewers,MIL,65,Live,,2017,SP,,47,25,L,L,198 lbs,"6'8""",Dominican Republic,False,77,34,58,58,39,43,76,39,92,0,0,0,0,0,0,0,22,0,0,63,37,66,37,36,0,22,0,0,,,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 54, 'movement': 78}, {'name': 'Slider', 'speed': 81, 'control': 26, 'movement': 92}, {'name': 'Changeup', 'speed': 88, 'control': 38, 'movement': 91}]",[],True
0deaeb75cda8dcb1f9ab1be8fb826e8e,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaEJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ace9cfe6b33b500ccb4c5b01b2bb04d251748030/default-actionshot.jpg,Angel Rondon,Common,Cardinals,STL,64,Live,,2017,SP,,55,21,R,R,185 lbs,"6'2""",Dominican Republic,False,77,42,52,58,40,41,81,47,56,3,6,0,0,11,1,6,24,1,0,78,41,52,52,43,0,5,0,0,,,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 61, 'movement': 56}, {'name': 'Slider', 'speed': 84, 'control': 57, 'movement': 54}, {'name': 'Changeup', 'speed': 81, 'control': 27, 'movement': 26}, {'name': '2-Seam Fastball', 'speed': 93, 'control': 45, 'movement': 34}]",[],True
76922c89884d1b9a048be7fb505f2eb5,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdnByIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--84eb594018e78aba84d0c25deae3b79631b17f71/eba70d4e8d00020f375a734534fee33d.jpg,Angel Zerpa,Common,Royals,KC,62,Live,,2017,SP,,30,21,L,L,220 lbs,"6'0""",Venezuela,False,73,46,48,43,53,52,67,52,58,9,13,8,12,13,11,10,38,9,0,72,53,54,38,0,2,38,9,8,,,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 57, 'movement': 54}, {'name': 'Changeup', 'speed': 80, 'control': 54, 'movement': 58}, {'name': 'Curveball', 'speed': 78, 'control': 50, 'movement': 46}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 50, 'movement': 45}]",[],True
6c370e6f586be0fe0355f7ef4b6929ca,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDFPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e8a4ab2347b9594b1b42b303fd9a43dd678f1a29/32b8cb7f5c9bc1e5954ac74236f5b534..png,Anthony Alford,Common,Pirates,PIT,64,Live,,2017,CF,"LF, RF",20,26,R,R,215 lbs,"6'1""",Mississippi,True,0,0,0,0,0,0,0,10,10,40,58,52,45,16,52,33,67,38,72,0,51,58,64,58,0,94,48,42,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--feb62b9dfef9d1700365592f6402b85f55096084/shield-common.png,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--feb62b9dfef9d1700365592f6402b85f55096084/shield-common.png,[],"[{'name': 'Speedster', 'description': 'Has elite running speed', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--09374886076596c862176a896bd862979a91f5b7/GPerk_Speedster.jpg'}]",True
fef0383cea937628ff95eb48ba1ffd17,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEZTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f8aee28596ac072ae1cb633e08e8eff7fb9d356b/dcd4a4a41975a3805164b28d4fd5fe37..png,Anthony Banda,Common,Pirates,PIT,63,Live,,2017,SP,,52,25,L,L,230 lbs,"6'2""",Texas,False,70,51,51,53,50,67,64,49,91,0,0,0,0,0,0,0,72,8,0,71,44,56,43,59,0,25,0,5,,,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 59, 'movement': 91}, {'name': 'Curveball', 'speed': 79, 'control': 55, 'movement': 64}, {'name': 'Changeup', 'speed': 85, 'control': 34, 'movement': 69}, {'name': 'Cutter', 'speed': 85, 'control': 48, 'movement': 67}]",[],True
797188ee3a7ea183a8c844f526c214b4,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajVRIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--23005ef493da0aa5c19fb84b00e0ff6a516f26ec/d9bbcd479aa90ae845252f55acaedc9b..png,Anthony Bass,Bronze,Marlins,MIA,69,Live,,2017,RP,,52,33,R,R,200 lbs,"6'2""",Michigan,False,26,65,74,54,67,74,88,64,82,0,0,0,0,7,2,0,64,0,0,72,55,47,45,27,0,14,0,4,,,"[{'name': '2-Seam Fastball', 'speed': 95, 'control': 74, 'movement': 51}, {'name': 'Slider', 'speed': 86, 'control': 65, 'movement': 78}, {'name': 'Splitter', 'speed': 86, 'control': 52, 'movement': 34}, {'name': '4-Seam Fastball', 'speed': 92, 'control': 66, 'movement': 82}]","[{'name': 'Road Warrior', 'description': 'Performs better when playing on the road', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaVpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e89770a28bc84416b285cac043dc1009747bf6cc/GPerk_RoadWarrior.jpg'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXBkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--88f11fa7805448bf3c62f037d12336dedd38f54d/GPerk_NightPlayer.jpg'}]",True
cc76827ec46c3f8449de000a2a2b7675,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlpxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--26fd9cf77a4593388662cddc6ee3c443228d787a/c83e4f39b055da0a28a2f82ed2188432.jpg,Anthony Bender,Bronze,Marlins,MIA,74,Live,,2017,RP,,80,25,R,R,205 lbs,"6'4""",California,False,22,59,85,74,62,70,81,48,54,13,11,12,6,13,11,15,38,12,0,76,47,58,48,50,0,33,9,3,,,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 53, 'movement': 54}, {'name': 'Slider', 'speed': 84, 'control': 45, 'movement': 47}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 48, 'movement': 44}]",[],True
687024940000991344e28982ccb17911,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjVxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2446e258a6c24d46b1057d1133181bfeebc0281b/249c71f41a93ad3bef7d6b1802687dcd.jpg,Anthony Castro,Common,Blue Jays,TOR,63,Live,,2017,RP,,63,24,R,R,182 lbs,"6'2""",Venezuela,False,27,68,55,63,52,58,70,51,58,5,5,5,5,5,5,5,30,5,0,70,40,70,45,40,0,45,35,0,,,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 58, 'movement': 58}, {'name': 'Slider', 'speed': 83, 'control': 38, 'movement': 34}, {'name': 'Changeup', 'speed': 83, 'control': 58, 'movement': 54}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 50, 'movement': 55}]",[],True
b0a054a7a795030eaaa7c53a035a4925,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBak5xIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c0b6773c12df63d7a5570be468430cb886e877f8/b0acfadad1871cf20716cce7a5943a6c.jpg,Anthony DeSclafani,Gold,Giants,SF,80,Live,,2017,SP,,26,30,R,R,195 lbs,"6'2""",New Jersey,False,82,67,78,56,74,66,89,53,83,1,0,15,3,5,13,4,64,32,0,71,50,46,46,39,0,25,0,0,,,"[{'name': 'Slider', 'speed': 86, 'control': 54, 'movement': 83}, {'name': '4-Seam Fastball', 'speed': 95, 'control': 51, 'movement': 72}, {'name': '2-Seam Fastball', 'speed': 95, 'control': 51, 'movement': 55}, {'name': 'Knuckle-curve', 'speed': 82, 'control': 54, 'movement': 62}, {'name': 'Changeup', 'speed': 88, 'control': 56, 'movement': 67}]","[{'name': 'Road Warrior', 'description': 'Performs better when playing on the road', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaVpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e89770a28bc84416b285cac043dc1009747bf6cc/GPerk_RoadWarrior.jpg'}]",True
d52999d6422d80b186ce620e746627bc,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2hzIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--799f0bfcc1ed3b7bdba136a2117ddee8c756a354/9975ce7840a7776060b517ffbaa02b25.jpg,Anthony Gose,Common,Indians,CLE,61,Live,,2017,RP,"LF, CF, RF",26,31,L,L,200 lbs,"6'0""",California,False,26,45,53,66,37,54,99,52,57,32,45,20,27,35,37,28,82,62,0,72,68,87,47,83,0,76,69,80,,,"[{'name': '4-Seam Fastball', 'speed': 99, 'control': 56, 'movement': 57}, {'name': 'Slider', 'speed': 84, 'control': 52, 'movement': 45}, {'name': '2-Seam Fastball', 'speed': 97, 'control': 49, 'movement': 45}]","[{'name': 'Buntmaster', 'description': 'Excels at sacrifice bunting and drag bunting', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXRkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bb45b667dafea826c69b2d8333d84d3a2944e8d2/GPerk_Buntmaster.jpg'}, {'name': 'Thief', 'description': 'Excels at stealing bases', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTlkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--95bfe6235706dfb78e24f347bd339912fa4b4efd/GPerk_Thief.jpg'}]",True
0acc789df4fc996fd52feb8255a12760,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjFUIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c2e68fc6ff3d76ac6ee549d118689f395fd4252f/bb0f31321e8916c2389b5c61812dc1da..png,Anthony Kay,Common,Blue Jays,TOR,55,Live,,2017,RP,,47,26,L,L,225 lbs,"6'0""",New York,False,48,48,51,52,40,71,71,53,82,0,0,0,0,2,0,0,39,8,0,78,44,65,38,45,0,38,12,10,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 64, 'movement': 62}, {'name': 'Curveball', 'speed': 78, 'control': 58, 'movement': 72}, {'name': 'Changeup', 'speed': 86, 'control': 48, 'movement': 47}, {'name': 'Cutter', 'speed': 87, 'control': 42, 'movement': 82}]",[],True
2b9a13841f7514fa2ea25e98497b8e97,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--59426a73317a01b4bc0e4509f6c93c9d6f63209f/6dcb420bc95d0387991dfc0f4565d059..png,Anthony Misiewicz,Bronze,Mariners,SEA,65,Live,,2017,RP,,38,26,R,L,200 lbs,"6'1""",Michigan,False,26,76,56,58,63,61,73,53,81,0,0,0,0,2,0,0,20,12,0,65,48,55,46,44,0,49,68,42,,,"[{'name': 'Cutter', 'speed': 90, 'control': 57, 'movement': 74}, {'name': 'Sweeping Curve', 'speed': 82, 'control': 49, 'movement': 81}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 54, 'movement': 73}]",[],True
8ed67538022400bdba14f3e8b4bf6ab3,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3hxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7a1794631ffb4d28fe8530b10355489af6dd8498/a31d4aee61229b25fa64d3f9417dbf8b.jpg,Anthony Rendon,Gold,Angels,LAA,83,Live,,2017,3B,"1B, 2B",6,30,R,R,200 lbs,"6'1""",Texas,True,0,0,0,0,0,0,0,10,10,68,75,85,65,74,85,104,35,27,89,0,71,66,65,76,0,40,9,32,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVZkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--307f7fd7c963baa601bfeb379eea9bf5d7a6f72c/shield-gold.png,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWRkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f0cddd7566f462a95018a10a9173945fd8300839/shield-bronze.png,[],"[{'name': 'Walker', 'description': 'Excels at drawing walks and check swinging', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3RkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a773bb229eba58e073edc7715e57f7a4a5fe20fd/GPerk_Walker.jpg'}, {'name': 'Pressure Cooker', 'description': 'Performs better when there are runners on base', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUZkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--028c11d89cfc42ec145e27e353c7b97f6a42d042/GPerk_PressureCooker.jpg'}, {'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXhkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2c68365b171a3ce00f9f3946319267ce54f32ed5/GPerk_Homebody.jpg'}, {'name': 'Unfazed', 'description': 'Excels when hitting with 2 strikes', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamxkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f7317e6443a60117b56ce5bc6d6a37a3dee72815/GPerk_Unfazed.jpg'}, {'name': 'Rally Monkey', 'description': 'Performs better when team is behind', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakJkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2828e2a92267de6959c733be48ea24fa88f6a932/GPerk_RallyMonkey.jpg'}, {'name': 'Day Player', 'description': 'Performs better when playing day games', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaWhkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--95f1421345113af1280c8ad91e0bdeab51d53aba/GPerk_DayPlayer.jpg'}]",True
827b816da4b81bd040387b27f62a434c,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGRZIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e47bbef90c1fb3a4bdc5ebcb926393f07fc76ce2/12a1cd64c9954f989eea76cb5a488114..png,Anthony Rizzo,Gold,Yankees,NYY,81,Live,,2017,1B,,48,31,L,L,240 lbs,"6'3""",Florida,True,0,0,0,0,0,0,0,10,10,95,47,65,70,80,67,77,35,31,89,0,78,58,71,87,0,13,13,27,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVZkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--307f7fd7c963baa601bfeb379eea9bf5d7a6f72c/shield-gold.png,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b0b3720e4f3e655ca052374dfd4316af5051b72c/shield-silver.png,[],"[{'name': 'Quick Reflexes', 'description': 'Reacts quickly to the ball when fielding', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--54298dd77603267aa3a7724022ebd41cd99031cb/GPerk_QuickReflexes.jpg'}, {'name': 'Road Warrior', 'description': 'Performs better when playing on the road', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaVpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e89770a28bc84416b285cac043dc1009747bf6cc/GPerk_RoadWarrior.jpg'}, {'name': 'Breaking Ball Hitter', 'description': 'Excels at hitting breaking balls', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b9a1dd3669459f0bd20075fc1fa5c95cbe0b85f5/GPerk_BreakingBallHitter.jpg'}]",True
28621e11c68f4f45f5467972dc35fafe,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFpHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--01cb1d7075867c45572bd60a48a46b77f2b9b626/252b86ded1ff3e957042986527c80880..png,Anthony Santander,Bronze,Orioles,BAL,74,Live,,2017,RF,"LF, CF",25,26,S,R,235 lbs,"6'2""",Venezuela,True,0,0,0,0,0,0,0,10,10,72,50,48,71,60,43,48,35,30,77,0,83,58,62,88,0,54,3,28,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWRkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f0cddd7566f462a95018a10a9173945fd8300839/shield-bronze.png,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b0b3720e4f3e655ca052374dfd4316af5051b72c/shield-silver.png,[],"[{'name': 'Quick Reflexes', 'description': 'Reacts quickly to the ball when fielding', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakpkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--54298dd77603267aa3a7724022ebd41cd99031cb/GPerk_QuickReflexes.jpg'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXBkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--88f11fa7805448bf3c62f037d12336dedd38f54d/GPerk_NightPlayer.jpg'}]",True
f4de3672ef64c527799235acd16960c6,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUJxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--28d5edb747ce62ab31b1afb872f63ae730832a94/311413298cca5e6cc390d5a9f5f5817e.jpg,Antonio Senzatela,Bronze,Rockies,COL,71,Live,,2017,SP,,49,26,R,R,236 lbs,"6'1""",Venezuela,False,84,47,51,40,86,77,73,58,69,0,0,0,0,0,13,7,99,25,0,82,60,59,58,37,0,25,0,8,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 52, 'movement': 56}, {'name': 'Slider', 'speed': 86, 'control': 57, 'movement': 69}, {'name': 'Changeup', 'speed': 86, 'control': 62, 'movement': 54}, {'name': 'Curveball', 'speed': 79, 'control': 64, 'movement': 59}]","[{'name': 'Control Artist', 'description': 'Excels at limiting walks', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTVkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--84917b3dc20b88e06e6bdb8dee339f75a6963617/GPerk_ControlArtist.jpg'}, {'name': 'Grounded', 'description': 'Excels at limiting home runs', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBak5kIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b7a2c5c1dc06e4afd99f4b098fa9471814490c0b/GPerk_Grounded.jpg'}, {'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXhkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2c68365b171a3ce00f9f3946319267ce54f32ed5/GPerk_Homebody.jpg'}, {'name': 'Stopper', 'description': 'Performs better when team is behind', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajVkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5207a00eb2066a25dc8f8aa67b3b468bcffeb567/GPerk_Stopper.jpg'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXBkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--88f11fa7805448bf3c62f037d12336dedd38f54d/GPerk_NightPlayer.jpg'}]",True
67eed99b828e1b94f5b53bce9e400a17,mlb_card,https://mlb21.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1JGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e4e415c9619fe1797bb04f26baa1392a9f856a75/07b285897731427f6d9634d2a99ca695..png,Archie Bradley,Bronze,Phillies,PHI,67,Live,,2017,RP,,23,28,R,R,215 lbs,"6'4""",Oklahoma,False,26,82,71,56,53,68,83,57,77,0,2,0,0,0,4,3,62,2,0,82,46,66,50,43,0,25,0,2,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 84, 'movement': 77}, {'name': 'Knuckle-curve', 'speed': 80, 'control': 47, 'movement': 59}, {'name': '2-Seam Fastball', 'speed': 94, 'control': 64, 'movement': 74}, {'name': 'Changeup', 'speed': 70, 'control': 34, 'movement': 64}]",[],True
