,uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,pitches,new_rank,has_rank_change,season,mlb_id
38,0cbe4bc6e48014cf92b83275100700b1,https://cards.theshow.com/mlb23/0cbe4bc6e48014cf92b83275100700b1-baked.webp,Alex Kirilloff,Bronze,Twins,MIN,72,1B,"LF, CF, RF",19,25,L,L,195 lbs,"6'2""",Pennsylvania,True,0,0,0,0,0,0,0,10,10,48,88,60,52,55,69,85,35,25,73,0,43,70,53,48,0,60,2,15,[],72,False,2023,666135
39,a38c63887cb8c9402729f0dfe197904a,https://cards.theshow.com/mlb23/a38c63887cb8c9402729f0dfe197904a-baked.webp,Alex Lange,Silver,Tigers,DET,76,CP,,55,27,R,R,202 lbs,"6'3""",California,False,25,110,98,75,32,72,99,69,85,0,0,0,0,2,0,0,28,14,0,88,31,43,33,29,0,39,0,1,"[{'name': 'Knuckle-curve', 'speed': 85, 'control': 74, 'movement': 52}, {'name': 'Sinker', 'speed': 95, 'control': 62, 'movement': 68}, {'name': 'Circle Change', 'speed': 88, 'control': 75, 'movement': 85}, {'name': '4-Seam Fastball', 'speed': 96, 'control': 67, 'movement': 76}]",76,False,2023,656638
40,a1088f2d527128459afaa3a110091d95,https://cards.theshow.com/mlb23/a1088f2d527128459afaa3a110091d95-baked.webp,Alex Verdugo,Silver,Red Sox,BOS,79,RF,"LF, CF",99,26,L,L,209 lbs,"6'0""",Arizona,True,0,0,0,0,0,0,0,10,10,56,92,32,60,85,58,81,36,25,93,0,75,83,69,70,0,47,11,35,[],79,False,2023,657077
41,d977901b809611d6011c05d2ba9d51db,https://cards.theshow.com/mlb23/d977901b809611d6011c05d2ba9d51db-baked.webp,Alex Vesia,Bronze,Dodgers,LAD,69,RP,,51,26,L,L,209 lbs,"6'1""",California,False,26,61,67,82,49,67,73,70,99,0,0,0,0,0,8,0,37,10,0,78,46,72,55,43,0,29,0,5,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 75, 'movement': 99}, {'name': 'Slider', 'speed': 85, 'control': 81, 'movement': 73}, {'name': 'Circle Change', 'speed': 86, 'control': 54, 'movement': 50}]",69,False,2023,681911
42,88b17a6a40a58249f65f2ab23faac990,https://cards.theshow.com/mlb23/88b17a6a40a58249f65f2ab23faac990-baked.webp,Alex Wood,Bronze,Giants,SF,72,SP,,57,32,R,L,215 lbs,"6'4""",North Carolina,False,75,46,60,58,69,73,76,74,90,0,0,0,0,0,48,0,94,32,0,77,40,48,39,39,0,25,0,0,"[{'name': '2-Seam Fastball', 'speed': 92, 'control': 80, 'movement': 65}, {'name': 'Slider', 'speed': 84, 'control': 75, 'movement': 90}, {'name': 'Circle Change', 'speed': 86, 'control': 72, 'movement': 73}, {'name': '4-Seam Fastball', 'speed': 91, 'control': 70, 'movement': 70}]",72,False,2023,622072
43,945fa4a99b10850108f2ea7062fcad43,https://cards.theshow.com/mlb23/945fa4a99b10850108f2ea7062fcad43-baked.webp,Alex Young,Bronze,Reds,CIN,67,RP,,48,29,L,L,220 lbs,"6'3""",Illinois,False,28,55,62,62,69,52,71,49,88,0,0,0,0,0,2,0,38,15,0,79,45,56,46,40,0,41,0,12,"[{'name': '12-6 Curve', 'speed': 83, 'control': 70, 'movement': 44}, {'name': 'Circle Change', 'speed': 86, 'control': 42, 'movement': 88}, {'name': 'Sinker', 'speed': 91, 'control': 42, 'movement': 83}, {'name': '4-Seam Fastball', 'speed': 92, 'control': 53, 'movement': 85}, {'name': 'Cutter', 'speed': 84, 'control': 41, 'movement': 56}]",67,False,2023,622065
44,f4ed67f25c69955bae7553ad4cd2ff0d,https://cards.theshow.com/mlb23/f4ed67f25c69955bae7553ad4cd2ff0d-baked.webp,Alexander Canario,Common,Cubs,CHC,64,RF,"LF, CF",4,22,R,R,165 lbs,"5'11""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,54,48,48,41,37,27,42,34,32,81,0,63,59,67,66,0,68,38,34,[],64,False,2023,672744
45,c765599d6ce1e70cd26026412f68ed7c,https://cards.theshow.com/mlb23/c765599d6ce1e70cd26026412f68ed7c-baked.webp,Alexis Diaz,Gold,Reds,CIN,80,CP,,43,26,R,R,224 lbs,"6'2""",Puerto Rico,False,26,90,101,91,44,72,84,65,70,0,0,0,0,2,0,0,38,6,0,73,35,76,34,30,0,46,0,3,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 84, 'movement': 66}, {'name': 'Slider', 'speed': 87, 'control': 67, 'movement': 70}, {'name': '2-Seam Fastball', 'speed': 94, 'control': 45, 'movement': 47}]",80,False,2023,664747
46,a0354929397af9d5d8b3b47b4b2ddc8e,https://cards.theshow.com/mlb23/a0354929397af9d5d8b3b47b4b2ddc8e-baked.webp,Alfonso Rivas,Common,Pirates,PIT,61,1B,"LF, RF",6,26,L,L,190 lbs,"5'11""",California,True,0,0,0,0,0,0,0,10,10,46,73,34,40,38,70,67,35,25,62,0,61,44,56,65,0,36,12,23,[],61,False,2023,663845
47,1626d969f31b5823f1707834c5a403aa,https://cards.theshow.com/mlb23/1626d969f31b5823f1707834c5a403aa-baked.webp,Alika Williams,Common,Pirates,PIT,63,SS,2B,75,24,R,R,180 lbs,"6'1""",California,True,0,0,0,0,0,0,0,10,10,52,48,28,27,57,60,40,45,40,75,0,67,50,78,69,0,60,40,40,[],63,False,2023,675961
48,7cab9bb3abf5210560b9a18cee335abf,https://cards.theshow.com/mlb23/7cab9bb3abf5210560b9a18cee335abf-baked.webp,Allan Winans,Bronze,Braves,ATL,65,SP,,72,27,R,R,165 lbs,"6'2""",California,False,74,44,47,57,54,45,66,50,56,6,4,7,3,4,6,5,34,7,0,70,46,54,50,47,0,37,8,6,"[{'name': '4-Seam Fastball', 'speed': 91, 'control': 57, 'movement': 54}, {'name': '12-6 Curve', 'speed': 77, 'control': 51, 'movement': 56}, {'name': 'Slider', 'speed': 79, 'control': 46, 'movement': 44}, {'name': 'Changeup', 'speed': 78, 'control': 46, 'movement': 45}, {'name': '2-Seam Fastball', 'speed': 90, 'control': 54, 'movement': 34}]",65,False,2023,642216
