uuid,type,img,name,rarity,team,team_short_name,ovr,series,series_texture_name,series_year,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,hit_rank_image,fielding_rank_image,pitches,quirks,is_sellable,has_augment,augment_text,augment_end_date,has_matchup,stars,trend,new_rank,has_rank_change,event
53f2dbb091f398f19cb6f3222dd36791,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3VUIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d5cb9cb733b6c71fb0def5aa990c9dc847ebf02b/c194ee8ca1342f29b1d3623366339461.jpg,Cody Morris,Bronze,Guardians,CLE,66,Live,,2017,RP,,36,25,R,R,205 lbs,"6'4""",Maryland,False,40,45,70,65,54,56,71,50,54,7,4,8,3,11,10,9,31,8,0,82,46,54,50,44,0,38,6,4,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 53, 'movement': 54}, {'name': '12-6 Curve', 'speed': 78, 'control': 53, 'movement': 54}, {'name': 'Changeup', 'speed': 80, 'control': 46, 'movement': 48}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 50, 'movement': 45}]",[],True,False,,,False,,,66,False,False
c51736ad2d1327f55d9f8c5d33d78b3d,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFNUIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aee0d0a4e927d5d5fe84bbaeef0da835a0a34a5a/4c2ab344ef8d5de41b15622ede9dab00.jpg,Cody Thomas,Common,Athletics,OAK,59,Live,,2017,LF,"CF, RF",48,27,L,R,211 lbs,"6'4""",Texas,True,0,0,0,0,0,0,0,10,10,43,45,49,42,44,56,44,35,25,68,0,49,46,46,48,0,51,41,33,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,[],[],True,False,,,False,,,59,False,True
65e39b67d6befa63b526c8eca5534b7b,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3VSIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0ee02ed995f4687ab6e78a7cb6034c692e333c63/fd2c83ac3165e86492523ff3ee12c7ed.jpg,Cole Irvin,Silver,Athletics,OAK,75,Live,,2017,SP,,19,28,L,L,217 lbs,"6'4""",California,False,88,52,66,43,84,61,69,64,75,6,2,0,0,5,17,2,61,3,0,78,45,56,50,42,0,39,0,8,,,"[{'name': '4-Seam Fastball', 'speed': 91, 'control': 85, 'movement': 75}, {'name': 'Circle Change', 'speed': 84, 'control': 73, 'movement': 63}, {'name': 'Sinker', 'speed': 90, 'control': 62, 'movement': 65}, {'name': '12-6 Curve', 'speed': 77, 'control': 46, 'movement': 48}, {'name': 'Slider', 'speed': 87, 'control': 55, 'movement': 45}]","[{'name': 'Control Artist', 'description': 'Excels at limiting walks', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--048fb56c444d3061c74f93919b2c49c2f5f77010/GPerk_ControlArtist.jpg'}]",True,False,,,False,,,75,False,False
dd8b0d06b4583e335755e5e914c16dab,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0tHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cc9c00e4b570446a1f1479375d22f8d4dcd5f53e/default-actionshot.jpg,Cole Ragans,Bronze,Rangers,TEX,65,Live,,2017,SP,,50,24,L,L,190 lbs,"6'4""",Florida,False,72,53,54,44,58,52,70,50,59,6,10,4,9,9,9,13,37,8,0,78,55,64,59,50,0,38,6,5,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 56, 'movement': 58}, {'name': 'Changeup', 'speed': 79, 'control': 56, 'movement': 59}, {'name': 'Curveball', 'speed': 80, 'control': 50, 'movement': 56}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 40, 'movement': 43}]",[],True,False,,,False,,,65,False,False
ec955545c72a15bdd3f1c7f3646fdcda,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdG1RIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a08d1c3f15bb90505b72cc8b2dc6abe537505850/adb7ea000b4ede27c691a1b787011aa5.jpg,Cole Sands,Common,Twins,MIN,63,Live,,2017,SP,,77,24,R,R,215 lbs,"6'3""",Florida,False,75,39,53,57,40,41,76,53,59,13,7,10,4,29,40,32,34,2,0,74,45,40,45,42,0,43,48,53,,,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 56, 'movement': 53}, {'name': 'Curveball', 'speed': 78, 'control': 61, 'movement': 59}, {'name': 'Changeup', 'speed': 80, 'control': 46, 'movement': 44}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 50, 'movement': 38}]",[],True,False,,,False,,,63,False,True
bc7627d0b772f6cdf22d65b81a9aa682,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBck9jIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--93e2a847bcf50abea091947fd5a6d6d3cb28ed76/8fd5bbde17ad99bca0bf50eb84a172c2.jpg,Cole Sulser,Bronze,Marlins,MIA,68,Live,,2017,CP,,31,32,R,R,190 lbs,"6'1""",California,False,27,66,66,72,56,79,69,74,87,0,0,0,0,2,0,0,37,8,0,74,38,59,45,46,0,34,10,8,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 70, 'movement': 82}, {'name': 'Circle Change', 'speed': 84, 'control': 97, 'movement': 72}, {'name': 'Slider', 'speed': 86, 'control': 75, 'movement': 65}, {'name': 'Curveball', 'speed': 77, 'control': 56, 'movement': 87}]","[{'name': 'Stopper', 'description': 'Performs better when team is behind', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2VIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ee0184900d973bd789d71e22bef48d5ea9a8c3eb/GPerk_Stopper.jpg'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaktIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--789ed5585edfbee36cd4db636f29ce484f724204/GPerk_NightPlayer.jpg'}]",True,False,,,False,,,68,False,False
aeeccb23240a0d6ee5b5c0ef3e314a4a,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0tHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cc9c00e4b570446a1f1479375d22f8d4dcd5f53e/default-actionshot.jpg,Cole Waites,Common,Giants,SF,57,Live,,2017,RP,,76,24,R,R,180 lbs,"6'3""",Georgia,False,24,57,55,64,28,59,82,58,58,5,3,8,4,4,3,4,39,4,0,81,45,66,50,56,0,37,6,4,,,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 59, 'movement': 58}, {'name': 'Slider', 'speed': 86, 'control': 49, 'movement': 54}, {'name': '2-Seam Fastball', 'speed': 94, 'control': 67, 'movement': 56}]",[],True,False,,,False,,,57,False,True
de48ec83b3ae745ae2e1584acd98b400,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFdGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--35330ba1c4758f433b7bddfe0b691a6bba2aeb6c/4642540b8f9045e21b1b92f6c0a1daaa.webp,Colin Poche,Silver,Rays,TB,75,Live,,2017,RP,,38,28,L,L,225 lbs,"6'3""",Texas,False,25,100,91,65,59,49,70,46,99,0,0,0,0,0,0,0,64,0,0,63,46,55,52,40,0,38,0,7,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 80, 'movement': 99}, {'name': 'Curveball', 'speed': 84, 'control': 30, 'movement': 88}, {'name': 'Splitter', 'speed': 83, 'control': 30, 'movement': 80}]","[{'name': 'Pressure Cooker', 'description': 'Performs better when there are runners on base', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaW1IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--924b1d4d4c0fa65a862bcd6be0a9294f48c9a993/GPerk_PressureCooker.jpg'}, {'name': 'Stingy', 'description': 'Excels at limiting base hits', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazZIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fd93e100234a5fed9d25f520a2750218fdc760e4/GPerk_Stingy.jpg'}]",True,False,,,False,,,75,False,False
57f2b3cf26b3d12b9ecd389b401a1300,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0tUIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5191147d5af4f7af0648f051b2133d698e2e07a5/6df0493c08f7f9202e1325b0900cc1d6.jpg,Collin McHugh,Silver,Braves,ATL,78,Live,,2017,RP,,32,34,R,R,191 lbs,"6'2""",Illinois,False,30,102,89,67,82,76,55,81,91,0,0,0,0,4,2,0,63,1,0,72,52,64,46,43,0,7,0,0,,,"[{'name': 'Slider', 'speed': 79, 'control': 91, 'movement': 91}, {'name': 'Cutter', 'speed': 88, 'control': 88, 'movement': 68}, {'name': '4-Seam Fastball', 'speed': 91, 'control': 71, 'movement': 74}, {'name': 'Curveball', 'speed': 72, 'control': 75, 'movement': 65}]","[{'name': 'Pressure Cooker', 'description': 'Performs better when there are runners on base', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaW1IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--924b1d4d4c0fa65a862bcd6be0a9294f48c9a993/GPerk_PressureCooker.jpg'}, {'name': 'Control Artist', 'description': 'Excels at limiting walks', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--048fb56c444d3061c74f93919b2c49c2f5f77010/GPerk_ControlArtist.jpg'}, {'name': 'Knee Buckler', 'description': 'Throws an extremely effective breaking pitch', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazJIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1cdc78ebebd96fa8124718247a3ecb20f3c95ded/GPerk_KneeBuckler.jpg'}, {'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eb7dc8eb024415319c04fec5dad9a72368a12701/GPerk_Homebody.jpg'}, {'name': 'Stopper', 'description': 'Performs better when team is behind', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2VIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ee0184900d973bd789d71e22bef48d5ea9a8c3eb/GPerk_Stopper.jpg'}, {'name': 'Day Player', 'description': 'Performs better when playing day games', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--accdf1140b9034a1e8601f1de3444ace79424ce3/GPerk_DayPlayer.jpg'}]",True,False,,,False,,,78,False,False
fc875a16f0101b381f9ef963a5c57d53,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHVUIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--87540a3e257a902e607d10fe1141080cbfdf3c09/9d5081827cab0eec28223f7eacc070ce.jpg,Collin Snider,Common,Royals,KC,55,Live,,2017,RP,,40,26,R,R,195 lbs,"6'4""",Tennessee,False,28,45,48,44,53,46,71,53,54,8,6,8,4,10,10,6,37,8,0,71,45,65,50,48,0,39,8,5,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 58, 'movement': 54}, {'name': 'Slider', 'speed': 82, 'control': 50, 'movement': 49}, {'name': 'Changeup', 'speed': 81, 'control': 59, 'movement': 54}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 45, 'movement': 38}]",[],True,False,,,False,,,55,False,True
a9c389ad076f6bf8a743628484b919a3,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdStkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bc246c5ed60ef4b427d4185de5512de76af709b8/cc48fdafab6a7c3165e8e4d72e247d6a.jpg,Collin Wiles,Common,Athletics,OAK,57,Live,,2017,RP,,39,27,R,R,222 lbs,"6'4""",Kansas,False,77,47,45,60,46,56,56,50,58,14,12,9,7,6,7,12,41,8,0,86,58,66,55,59,0,31,12,11,,,"[{'name': '4-Seam Fastball', 'speed': 90, 'control': 51, 'movement': 48}, {'name': '12-6 Curve', 'speed': 78, 'control': 59, 'movement': 58}, {'name': 'Slider', 'speed': 84, 'control': 54, 'movement': 57}, {'name': 'Changeup', 'speed': 83, 'control': 46, 'movement': 43}, {'name': '2-Seam Fastball', 'speed': 88, 'control': 41, 'movement': 37}]",[],True,False,,,False,,,57,False,True
b4b0ddbd905dd1a73a7793e607976aab,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmFkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b08da39e097e0ae046cef5bbd292fd73b6865c5f/59fc97c40788f62b94a9e775247797d9.jpg,Conner Capel,Bronze,Athletics,OAK,72,Live,,2017,RF,"LF, CF",72,24,L,L,185 lbs,"6'1""",Texas,True,0,0,0,0,0,0,0,10,10,50,67,41,65,65,56,40,40,35,75,0,58,64,56,61,0,70,27,22,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbnVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1684cc25aaff32750e5ec40a115912e9e50af1b4/shield-bronze.png,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,[],[],True,False,,,False,,,72,False,True
c320db4c580b3747d80ca3316aecd4a2,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdnFSIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5ec31b6dfdca6d98e73998dd1ca09cb157515073/ca6c8e4753b1ba92921d227611bd358a.jpg,Connor Brogdon,Silver,Phillies,PHI,78,Live,,2017,RP,,75,27,R,R,205 lbs,"6'6""",California,False,29,63,70,84,80,61,83,76,96,0,0,0,0,2,0,0,34,12,0,69,49,64,57,60,0,7,3,6,,,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 65, 'movement': 81}, {'name': 'Circle Change', 'speed': 85, 'control': 87, 'movement': 94}, {'name': 'Cutter', 'speed': 89, 'control': 77, 'movement': 96}]","[{'name': 'Control Artist', 'description': 'Excels at limiting walks', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--048fb56c444d3061c74f93919b2c49c2f5f77010/GPerk_ControlArtist.jpg'}, {'name': 'Illusionist', 'description': 'Throws an extremely effective changeup', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaldIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dbdf18ebd7228875e7644c14ff9a142d8b4b2a74/GPerk_Illusionist.jpg'}]",True,False,,,False,,,78,False,False
141effa0635e070f437b1e22716d09cf,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2lVIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--471cd4bc8005fc6292c3bd02405a8cb267ac8d6c/ce6a05bf71244dc6ea6e48feccc38bf7.jpg,Connor Joe,Bronze,Rockies,COL,73,Live,,2017,LF,"1B, 3B, RF",9,29,R,R,205 lbs,"6'0""",California,True,0,0,0,0,0,0,0,10,10,74,50,48,46,65,85,52,35,25,75,0,81,83,74,84,0,50,10,10,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbnVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1684cc25aaff32750e5ec40a115912e9e50af1b4/shield-bronze.png,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbnlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5c1bb7694dc6416e06097004e59f1611f94b120/shield-diamond.png,[],"[{'name': 'Walker', 'description': 'Excels at drawing walks and check swinging', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--95f3e753daf9665b5693a899b1ce9d49c81b6fdc/GPerk_Walker.jpg'}, {'name': 'Dead Red', 'description': 'Excels at hitting fastballs', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTJIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8ea90f84053adc0da96b40fea151d2d801542474/GPerk_DeadRed.jpg'}]",True,False,,,False,,,73,False,True
da61dbfa824e2aaa6713f4faa33f4763,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0tHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cc9c00e4b570446a1f1479375d22f8d4dcd5f53e/default-actionshot.jpg,Connor Overton,Common,Reds,CIN,64,Live,,2017,SP,,71,28,R,R,190 lbs,"6'0""",Virginia,False,70,45,64,44,49,56,66,48,53,17,12,12,8,9,12,11,39,11,0,68,46,55,53,37,0,39,9,3,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 52, 'movement': 53}, {'name': 'Curveball', 'speed': 78, 'control': 45, 'movement': 47}, {'name': 'Slider', 'speed': 83, 'control': 45, 'movement': 46}, {'name': 'Changeup', 'speed': 81, 'control': 51, 'movement': 47}]",[],True,False,,,False,,,64,False,True
b930839cfe8226a8a0fff76ff4c92b3b,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbXFUIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--39aa17d52f83fde253f73a47e4c2514a3e184793/6907da24006203bd30d970e83a56fccf.jpg,Connor Seabold,Common,Red Sox,BOS,58,Live,,2017,SP,,23,26,R,R,190 lbs,"6'2""",California,False,67,45,38,56,40,46,71,53,64,16,12,9,4,11,13,10,39,5,0,77,38,55,46,40,0,40,12,11,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 61, 'movement': 58}, {'name': 'Curveball', 'speed': 76, 'control': 52, 'movement': 64}, {'name': 'Changeup', 'speed': 81, 'control': 45, 'movement': 37}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 54, 'movement': 55}]",[],True,False,,,False,,,58,False,True
c6232aec857d4e62cdf518f818e569b4,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVNSIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5ee2ddba4a47b215b79ae27959f65c2290bc2e9/fd96614b362d3069cdf047a22e0ff834.jpg,Connor Wong,Common,Red Sox,BOS,64,Live,,2017,C,"2B, 3B",74,25,R,R,181 lbs,"6'1""",Texas,True,0,0,0,0,0,0,0,10,10,54,44,48,41,39,49,32,27,9,78,0,61,57,62,59,64,65,45,10,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,[],[],True,False,,,False,,,64,False,True
b03f37720977a863ec71f702334d80b7,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTZSIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--82244722c01e5b18bcf4b2d9734c438af3fd682b/bdca529c35b96110541577c290d1ef80.jpg,Cooper Hummel,Bronze,Diamondbacks,ARI,65,Live,,2017,C,"1B, LF, CF, RF",21,27,S,R,198 lbs,"5'10""",Oregon,True,0,0,0,0,0,0,0,10,10,35,44,50,45,45,94,35,30,25,57,0,64,65,57,46,58,80,25,26,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e07d2d8a13612242350c6325cc638fa381288737/shield-common.png,[],"[{'name': 'Walker', 'description': 'Excels at drawing walks and check swinging', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--95f3e753daf9665b5693a899b1ce9d49c81b6fdc/GPerk_Walker.jpg'}]",True,False,,,False,,,65,False,True
1a620c56591a105535c33cb82e4382e4,mlb_card,https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTE3IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dce409dc0c57e9ed6b5a7f2e0070cbc47996dcbb/fe2fb7e7bf2c5950705b1a3f5297cc56.webp,Corbin Burnes,Diamond,Brewers,MIL,89,Live,,2017,SP,,39,27,R,R,225 lbs,"6'3""",California,False,90,90,92,76,74,65,99,78,85,13,8,0,0,5,25,13,73,3,0,78,54,56,37,38,0,33,0,10,,,"[{'name': 'Cutter', 'speed': 95, 'control': 84, 'movement': 75}, {'name': 'Sinker', 'speed': 95, 'control': 64, 'movement': 57}, {'name': 'Curveball', 'speed': 81, 'control': 90, 'movement': 85}, {'name': 'Circle Change', 'speed': 88, 'control': 78, 'movement': 62}, {'name': 'Slider', 'speed': 88, 'control': 75, 'movement': 82}]","[{'name': 'Pressure Cooker', 'description': 'Performs better when there are runners on base', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaW1IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--924b1d4d4c0fa65a862bcd6be0a9294f48c9a993/GPerk_PressureCooker.jpg'}, {'name': 'Stingy', 'description': 'Excels at limiting base hits', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazZIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fd93e100234a5fed9d25f520a2750218fdc760e4/GPerk_Stingy.jpg'}, {'name': 'Cheesy', 'description': 'Throws an extremely effective fastball', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaitIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--20ce426f8d44c3dc3926e8245a88dab0bbf8cbbb/GPerk_Cheesy.jpg'}, {'name': 'Road Warrior', 'description': 'Performs better when playing on the road', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTZIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2867dc69059edc116c6abfcfa14abb72eab49f6a/GPerk_RoadWarrior.jpg'}, {'name': 'Day Player', 'description': 'Performs better when playing day games', 'img': 'https://mlb22.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--accdf1140b9034a1e8601f1de3444ace79424ce3/GPerk_DayPlayer.jpg'}, {'name': 'Outlier II', 'description': 'Secondary pitch exceeds max velocity limit', 'img': ''}]",True,False,,,False,,,89,False,False
