uuid,type,img,baked_img,sc_baked_img,name,short_description,rarity,team,team_short_name,ovr,series,series_texture_name,series_year,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,hit_rank_image,fielding_rank_image,pitches,quirks,is_sellable,has_augment,augment_text,augment_end_date,has_matchup,stars,trend,new_rank,has_rank_change,event,set_name,is_live_set,ui_anim_index,locations
df8d871341beafe30c14e45af8414848,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTFpwdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--14bc8c639ee05a6f9488add1c98d9e4a5c8ece0e/a62d207c6bc80aa42770469024b817ec.png,https://cards.theshow.com/mlb25/df8d871341beafe30c14e45af8414848-baked.webp,,Gerson Garabito,,Common,Rangers,TEX,60,Live,,2017,RP,,58,29,R,R,160 lbs,"6'0""",Dominican Republic,False,56,56,65,56,41,53,65,44,55,10,9,11,6,8,9,14,33,10,0,81,48,73,57,54,0,31,8,7,,,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 55, 'movement': 55}, {'name': 'Curveball', 'speed': 80, 'control': 37, 'movement': 54}, {'name': 'Changeup', 'speed': 84, 'control': 49, 'movement': 48}, {'name': '2-Seam Fastball', 'speed': 90, 'control': 38, 'movement': 35}]",[],True,False,,,False,,,60,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
3049f7815aa6d0a717f6703971a6680a,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSG1MdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0bffa943bda1db50e0ecbc7d58c0680e94556d6b/45d62230daf7ecc3ebec02cb613d06c0.png,https://cards.theshow.com/mlb25/3049f7815aa6d0a717f6703971a6680a-baked.webp,,Giancarlo Stanton,,Silver,Yankees,NYY,75,Live,,2017,DH,"LF, RF",27,35,R,R,245 lbs,"6'6""",California,True,0,0,0,0,0,0,0,10,10,63,49,80,94,40,65,70,35,25,84,0,39,63,52,38,0,12,0,0,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRXZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f2b079b7c700ec13af7acdcb05f57e87ce15ac20/shield-silver.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,[],"[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSkhsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a5e6beac901e9b4891ceb7d9d53f25ac11157bd2/GPerk_Homebody.webp'}, {'name': 'First-Pitch Hitter', 'description': 'Excels at hitting the first pitch of an at-bat', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTdsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4e514674044995dd4854ad640eb2ae32829aff0e/GPerk_FirstPitchHitter.webp'}, {'name': 'Fighter', 'description': 'Performs better in the 9th inning or later', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTNsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ca1a079c4934395f8c879249ea52538a348351f0/GPerk_Fighter.webp'}, {'name': 'Situational Hitter', 'description': 'Excels at driving in a runner from third with less than 2 outs', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS2ZsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--286bf140f5e55d0081ef26153895bc68f0dacdec/GPerk_SituationalHitter.webp'}]",True,False,,,False,,,75,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
f382cc7b6e7445c45ca5fb3003339e34,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSWFNdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2e7d3f92d86737741f74309af296ad75030260b0/1c9d587331fa9d383153392046c08417.png,https://cards.theshow.com/mlb25/f382cc7b6e7445c45ca5fb3003339e34-baked.webp,,Gio Urshela,,Bronze,Athletics,OAK,68,Live,,2017,3B,"1B, SS",13,33,R,R,215 lbs,"6'0""",Colombia,True,0,0,0,0,0,0,0,10,10,50,60,30,40,85,44,51,35,25,88,0,73,49,80,71,0,19,9,10,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,[],"[{'name': 'Fighter', 'description': 'Performs better in the 9th inning or later', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTNsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ca1a079c4934395f8c879249ea52538a348351f0/GPerk_Fighter.webp'}]",True,False,,,True,1.0,2,65,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
2309f13eb008015a04e624729009697a,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCT2VNdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0ecd99a4ddf90bb31f0da07fa51a8347a531c9d5/0083272631f7c2b539e7edabdfb2f59b.png,https://cards.theshow.com/mlb25/2309f13eb008015a04e624729009697a-baked.webp,,Gleyber Torres,,Silver,Tigers,DET,78,Live,,2017,2B,,25,28,R,R,205 lbs,"6'1""",Venezuela,True,0,0,0,0,0,0,0,10,10,85,77,88,48,82,67,81,35,25,97,0,57,35,79,59,0,43,24,26,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRW5XdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--550382628b9a33d51b766925c33a05f87bf06a70/shield-diamond.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,[],"[{'name': 'Dead Red', 'description': 'Excels at hitting fastballs', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXZsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0fd14d42323bcc0f1521a96cfcf6cb775ee88ab2/GPerk_DeadRed.webp'}, {'name': 'Bad Ball Hitter', 'description': 'Excels at hitting balls out of the strike zone', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSUhsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0e61a3944bb0e602d7c4c18f2290a92da9b36190/GPerk_BadballHitter.webp'}]",True,False,,,True,2.0,3,78,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
778fdc47efd71c07f1e2b3480f1bd69c,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUHRwdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8aaf5e1090fd80193d60c82d1d032e636a576bb6/40c09b7227fcbfdaf010c308fb6cf0bf.png,https://cards.theshow.com/mlb25/778fdc47efd71c07f1e2b3480f1bd69c-baked.webp,,Gordon Graceffo,,Common,Cardinals,STL,63,Live,,2017,SP,,44,24,R,R,220 lbs,"6'4""",New Jersey,False,79,45,52,56,38,53,76,47,58,5,3,8,4,4,6,5,32,4,0,84,55,74,64,45,0,37,5,2,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 56, 'movement': 53}, {'name': 'Changeup', 'speed': 79, 'control': 46, 'movement': 58}, {'name': 'Slider', 'speed': 84, 'control': 43, 'movement': 42}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 45, 'movement': 46}]",[],True,False,,,True,4.0,1,68,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
7664312cfcf4d7829c11bc93c45fb55e,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTFpCdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4f5dc54dfa07b400aaf40f4d64330a652a0bbf24/5235302f94d87d18c0082a914dbba15d.webp,https://cards.theshow.com/mlb25/7664312cfcf4d7829c11bc93c45fb55e-baked.webp,,Graham Ashcraft,,Common,Reds,CIN,64,Live,,2017,RP,,23,27,L,R,248 lbs,"6'2""",Alabama,False,30,61,63,53,52,67,98,56,99,0,0,0,0,2,0,0,38,8,0,75,43,56,38,35,0,38,0,7,,,"[{'name': 'Cutter', 'speed': 96, 'control': 63, 'movement': 69}, {'name': 'Slider', 'speed': 88, 'control': 74, 'movement': 99}, {'name': 'Sinker', 'speed': 95, 'control': 48, 'movement': 60}, {'name': 'Circle Change', 'speed': 88, 'control': 42, 'movement': 63}]",[],True,False,,,True,1.0,2,61,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
38cb38dd220f78eb98c10e83ea93e169,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRFA2V2kwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1ac246e7c7cbfcb71dcafb757baf2d5f92a9cb23/1fcc820c40f603f66fb380c48abaf907.png,https://cards.theshow.com/mlb25/38cb38dd220f78eb98c10e83ea93e169-baked.webp,,Graham Pauley,,Bronze,Marlins,MIA,68,Live,,2017,3B,"2B, LF",21,24,L,R,200 lbs,"6'1""",Georgia,True,0,0,0,0,0,0,0,10,10,48,54,43,48,64,34,31,29,26,77,0,73,74,66,60,0,57,29,21,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,[],[],True,False,,,True,2.0,1,69,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
29f0b80e008bc42acf8cb46561055dc6,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUFpqdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ba2a48f759389e3526d6dbb33bb4d0cd52399ca8/59f1f785a8868ef91f2134fb562ba7fc.png,https://cards.theshow.com/mlb25/29f0b80e008bc42acf8cb46561055dc6-baked.webp,,Grant Anderson,,Common,Brewers,MIL,62,Live,,2017,RP,,56,27,R,R,180 lbs,"6'0""",Texas,False,28,37,56,58,58,52,85,49,85,6,5,4,3,4,6,5,38,4,0,79,49,55,54,49,0,38,6,5,,,"[{'name': 'Slider', 'speed': 85, 'control': 53, 'movement': 55}, {'name': 'Sinker', 'speed': 93, 'control': 48, 'movement': 85}, {'name': '4-Seam Fastball', 'speed': 93, 'control': 48, 'movement': 81}, {'name': 'Circle Change', 'speed': 87, 'control': 48, 'movement': 56}]",[],True,False,,,True,1.0,2,61,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
8e45a76b01e10a6a710858234986963e,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSWhxdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2f8e540474b577d7ef97b8345e96d6b63a1f167e/269b5df153e19216fc88f78140a78ceb.png,https://cards.theshow.com/mlb25/8e45a76b01e10a6a710858234986963e-baked.webp,,Grant Holman,,Common,Athletics,OAK,60,Live,,2017,RP,,67,24,R,R,250 lbs,"6'6""",California,False,30,28,66,53,50,85,75,61,77,9,6,8,4,6,6,13,29,14,0,79,55,67,46,38,0,38,9,5,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 78, 'movement': 74}, {'name': 'Circle Change', 'speed': 87, 'control': 58, 'movement': 72}, {'name': 'Slider', 'speed': 85, 'control': 49, 'movement': 77}]",[],True,False,,,True,3.0,1,63,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
5faf6b003ee3393304fc764342e1c9dc,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXhxdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7cb28585725008d9769cc4642bea499fbe63c791/e859d4cc682b555cd345eed65d8b95eb.png,https://cards.theshow.com/mlb25/5faf6b003ee3393304fc764342e1c9dc-baked.webp,,Grant Holmes,,Silver,Braves,ATL,76,Live,,2017,SP,,66,28,L,R,226 lbs,"6'0""",South Carolina,False,70,65,71,61,70,62,76,69,77,5,5,5,5,5,5,5,30,0,0,60,40,70,55,40,0,45,25,0,,,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 78, 'movement': 60}, {'name': 'Slider', 'speed': 87, 'control': 71, 'movement': 77}, {'name': '12-6 Curve', 'speed': 84, 'control': 71, 'movement': 60}, {'name': 'Cutter', 'speed': 93, 'control': 56, 'movement': 75}]","[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSkhsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a5e6beac901e9b4891ceb7d9d53f25ac11157bd2/GPerk_Homebody.webp'}]",True,False,,,True,5.0,1,83,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
bd6834b4625e4f9aadf71fb4a5813c94,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ0tGdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b9c82f3ae10ac14697b0723097f4052b46901eea/bfd084be467b11b2ed81c7bfd469d521.png,https://cards.theshow.com/mlb25/bd6834b4625e4f9aadf71fb4a5813c94-baked.webp,,Grant McCray,,Common,Giants,SF,64,Live,,2017,CF,"LF, RF",58,24,L,R,190 lbs,"6'2""",Florida,True,0,0,0,0,0,0,0,10,10,29,47,41,51,27,41,26,33,21,85,0,52,99,52,40,0,86,66,64,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,[],[],True,False,,,False,,,64,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
f3f50baf1b1ccf8150c35ed2189bea2a,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS1grenl3PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c68100a98d02bb33a3b31ba2099120feaac53e0d/352658cf09ec0113ef667dcfb43d7be2.png,https://cards.theshow.com/mlb25/f3f50baf1b1ccf8150c35ed2189bea2a-baked.webp,,Grant Wolfram,,Common,Orioles,BAL,57,Live,,2017,RP,,86,28,L,L,240 lbs,"6'7""",Michigan,False,29,61,56,59,33,57,77,51,56,4,9,3,6,4,6,7,38,7,0,78,48,66,50,49,0,43,5,3,,,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 56, 'movement': 56}, {'name': 'Slider', 'speed': 86, 'control': 50, 'movement': 51}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 49, 'movement': 54}]",[],True,False,,,False,,,57,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
9e635f024000a32d80b867514a1d4cbe,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUFh3enl3PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0f7a0e3eca55d733645b87f6493a572aab2fe23a/f903d3e1fbe97e19aee72c3ad5b601c8.png,https://cards.theshow.com/mlb25/9e635f024000a32d80b867514a1d4cbe-baked.webp,,Greg Jones,,Common,White Sox,CWS,64,Live,,2017,CF,"2B, SS, LF, RF",30,27,S,R,175 lbs,"6'0""",North Carolina,True,0,0,0,0,0,0,0,10,10,43,42,30,30,37,36,39,46,42,68,0,67,68,70,84,0,92,42,40,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRXZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f2b079b7c700ec13af7acdcb05f57e87ce15ac20/shield-silver.webp,[],[],True,False,,,False,,,64,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
ec48338a73640de6ad932e0e5181ea0c,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRitOdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c1c706e2124868797320bc961253a9de8d569dbd/ecc3a32332d4861cc52e1841ac1417a2.png,https://cards.theshow.com/mlb25/ec48338a73640de6ad932e0e5181ea0c-baked.webp,,Greg Weissert,,Bronze,Red Sox,BOS,68,Live,,2017,RP,,57,30,R,R,235 lbs,"6'2""",New York,False,27,38,59,64,74,75,90,65,97,0,0,0,0,0,0,0,0,0,0,60,30,30,30,30,0,30,0,0,,,"[{'name': 'Sinker', 'speed': 94, 'control': 65, 'movement': 83}, {'name': 'Fastball Running', 'speed': 87, 'control': 54, 'movement': 97}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 85, 'movement': 61}, {'name': 'Circle Change', 'speed': 85, 'control': 60, 'movement': 88}, {'name': 'Slider', 'speed': 85, 'control': 62, 'movement': 67}]","[{'name': 'Road Warrior', 'description': 'Performs better when playing on the road', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS1RsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b21bd4b8ffcedd2b730e67faf3032bcaef880bf9/GPerk_RoadWarrior.webp'}, {'name': 'Day Player', 'description': 'Performs better when playing day games', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXJsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3dab371006b6bf547335965ac68bfab8cf404c7f/GPerk_DayPlayer.webp'}]",True,False,,,True,4.0,1,73,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
504563954c1e5fc696dc22525f455198,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCR1dNdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b49e1bb47ed2565147645a8a408d4ed261f109cf/69f814ea4f212df5bbd6b6d8b6b498bb.png,https://cards.theshow.com/mlb25/504563954c1e5fc696dc22525f455198-baked.webp,,Gregory Soto,,Bronze,Orioles,BAL,68,Live,,2017,RP,,65,30,L,L,234 lbs,"6'1""",Dominican Republic,False,25,62,61,67,53,81,99,53,83,6,6,0,0,3,0,6,63,1,0,79,48,66,50,46,0,38,0,7,,,"[{'name': 'Sinker', 'speed': 95, 'control': 90, 'movement': 83}, {'name': 'Slider', 'speed': 86, 'control': 46, 'movement': 59}, {'name': '4-Seam Fastball', 'speed': 98, 'control': 33, 'movement': 70}, {'name': 'Fastball Running', 'speed': 92, 'control': 43, 'movement': 55}]","[{'name': 'Outlier I', 'description': 'Primary pitch exceeds max velocity limit', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmpsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--387702e6f07ce25d7ef48517ed20bda2e2693d01/GPerk_OutlierI.webp'}]",True,False,,,True,2.0,3,68,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
b353888fbc3ee702b41d30669a23e12d,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCR2RvdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fff609be9059fbc828b25893442119ce870d16c2/6d6d9cae0f9666b3c24ad5134825e994.png,https://cards.theshow.com/mlb25/b353888fbc3ee702b41d30669a23e12d-baked.webp,,Griffin Canning,,Bronze,Mets,NYM,72,Live,,2017,SP,,46,28,R,R,180 lbs,"6'2""",California,False,78,63,63,58,58,66,79,57,87,0,0,0,0,0,0,0,63,1,0,84,48,71,50,43,0,39,0,8,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 54, 'movement': 69}, {'name': 'Circle Change', 'speed': 88, 'control': 74, 'movement': 81}, {'name': 'Slider', 'speed': 88, 'control': 53, 'movement': 87}, {'name': 'Slurve', 'speed': 81, 'control': 56, 'movement': 84}, {'name': '2-Seam Fastball', 'speed': 93, 'control': 50, 'movement': 57}]","[{'name': 'Pick Off Artist', 'description': 'Has an extremely effective pickoff move', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSnZsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--cc184e29d8389f2a3baec6086022d0b33cc9674c/GPerk_PickoffArtist.webp'}]",True,False,,,False,,,72,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
