uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year
3e67d1f24ebdbbbe125e7040442f6e84,https://cards.theshow.com/mlb25/3e67d1f24ebdbbbe125e7040442f6e84-baked.webp,Aaron Judge,Diamond,Yankees,NYY,92,RF,32,R,R,282 lbs,"6'7""",True,0,0,0,0,0,0,0,10,10,97,99,117,101,50,103,100,35,25,96,0,63,84,85,44,0,46,45,46,94,2025
69054b3dade80ebd345ca0de53a796fd,https://cards.theshow.com/mlb25/69054b3dade80ebd345ca0de53a796fd-baked.webp,Aaron Nola,Silver,Phillies,PHI,77,SP,31,R,R,200 lbs,"6'2""",False,86,59,65,61,74,55,74,71,84,0,6,0,0,0,55,0,70,25,0,77,66,62,68,38,0,25,0,0,77,2025
5c2789c297fd45b442219f6126aa0934,https://cards.theshow.com/mlb25/5c2789c297fd45b442219f6126aa0934-baked.webp,Aaron Perry,Common,Free Agents,FA,61,RP,25,R,R,175 lbs,"5'11""",False,28,64,56,57,49,56,73,53,64,7,3,7,4,3,6,4,37,4,0,79,44,57,49,54,0,40,7,6,61,2025
9e3b631d801e19a9e92a405ea759e09f,https://cards.theshow.com/mlb25/9e3b631d801e19a9e92a405ea759e09f-baked.webp,Aaron Schunk,Bronze,Rockies,COL,66,3B,27,R,R,205 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,40,58,36,50,40,34,27,35,25,69,0,81,71,60,78,0,68,26,24,66,2025
0ce3c706b8e866cbae77f745e39bad87,https://cards.theshow.com/mlb25/0ce3c706b8e866cbae77f745e39bad87-baked.webp,Abner Uribe,Bronze,Brewers,MIL,69,RP,24,R,R,215 lbs,"6'3""",False,24,87,83,75,24,79,99,74,86,6,4,5,2,11,13,9,38,5,0,75,44,94,43,38,0,37,6,5,76,2025
fb625cdc5b14270aad1604ba3afa16db,https://cards.theshow.com/mlb25/fb625cdc5b14270aad1604ba3afa16db-baked.webp,Abraham Almonte,Common,Free Agents,FA,60,RF,35,S,R,223 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,30,60,32,44,42,48,38,43,34,64,0,47,60,58,46,0,64,24,44,60,2025
0f0a46923fe371945d00aff58b3e218a,https://cards.theshow.com/mlb25/0f0a46923fe371945d00aff58b3e218a-baked.webp,Abraham Toro,Bronze,Red Sox,BOS,71,3B,28,S,R,223 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,72,53,38,44,76,40,72,35,25,66,0,69,68,59,65,0,64,10,12,71,2025
819ce02be3100fadf79b7f5aea4c6b4d,https://cards.theshow.com/mlb25/819ce02be3100fadf79b7f5aea4c6b4d-baked.webp,Adael Amador,Common,Rockies,COL,63,2B,21,S,R,200 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,44,50,40,44,39,38,45,35,30,70,0,62,64,61,64,0,65,40,41,64,2025
202d02c7ae1a7627830a66a20afb5544,https://cards.theshow.com/mlb25/202d02c7ae1a7627830a66a20afb5544-baked.webp,Adam Cimber,Common,Free Agents,FA,57,RP,34,R,R,195 lbs,"6'3""",False,24,51,63,48,55,54,43,71,79,0,0,0,0,0,0,0,62,2,0,95,50,55,50,38,0,39,0,8,57,2025
592b7cb2d47f16c8743de6288eb7e69c,https://cards.theshow.com/mlb25/592b7cb2d47f16c8743de6288eb7e69c-baked.webp,Adam Duvall,Bronze,Free Agents,FA,71,CF,36,R,R,233 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,64,36,80,56,40,48,45,35,25,89,0,69,72,65,74,0,68,12,8,71,2025
83c421f4a8828f7035a933ca8acf744b,https://cards.theshow.com/mlb25/83c421f4a8828f7035a933ca8acf744b-baked.webp,Adam Frazier,Bronze,Pirates,PIT,72,2B,33,L,R,190 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,36,58,43,45,77,54,77,45,34,95,0,61,70,86,65,0,45,43,54,72,2025
cb167d3f1631bae63eec17586c67c02e,https://cards.theshow.com/mlb25/cb167d3f1631bae63eec17586c67c02e-baked.webp,Adam Macko,Common,Blue Jays,TOR,63,SP,24,L,L,170 lbs,"6'0""",False,75,54,48,56,48,54,43,50,64,9,12,7,13,12,11,8,33,7,0,68,48,48,45,43,0,36,9,8,63,2025
15114b232670d53c100a833d5b55946f,https://cards.theshow.com/mlb25/15114b232670d53c100a833d5b55946f-baked.webp,Adam Mazur,Common,Marlins,MIA,60,SP,23,R,R,180 lbs,"6'2""",False,72,37,47,50,36,56,92,55,60,5,2,6,3,3,2,5,34,7,0,76,56,57,58,50,0,40,6,4,60,2025
c2d9d05399f4c872bd1b722fe1b9588b,https://cards.theshow.com/mlb25/c2d9d05399f4c872bd1b722fe1b9588b-baked.webp,Adam Oller,Bronze,Free Agents,FA,65,SP,30,R,R,225 lbs,"6'4""",False,77,65,59,51,42,42,71,52,93,0,0,0,0,2,0,0,38,14,0,72,35,54,47,44,0,38,0,11,65,2025
7c03748d871d002e93ee87cddd6e2189,https://cards.theshow.com/mlb25/7c03748d871d002e93ee87cddd6e2189-baked.webp,Adam Ottavino,Bronze,Free Agents,FA,71,RP,39,S,R,246 lbs,"6'5""",False,24,79,81,69,50,67,80,71,99,0,0,0,0,1,6,0,64,0,0,82,50,49,31,46,0,4,0,0,71,2025
ba80b73757faae190ff36b5278590d15,https://cards.theshow.com/mlb25/ba80b73757faae190ff36b5278590d15-baked.webp,Adam Wolf,Common,Free Agents,FA,61,SP,28,L,L,215 lbs,"6'6""",False,65,52,45,52,48,46,60,50,54,3,5,3,5,4,5,6,6,5,0,78,61,55,56,45,0,45,5,3,61,2025
52e4ad7efb1dca70225c7bea856bd864,https://cards.theshow.com/mlb25/52e4ad7efb1dca70225c7bea856bd864-baked.webp,Adbert Alzolay,Bronze,Free Agents,FA,70,RP,30,R,R,208 lbs,"6'1""",False,26,83,65,55,67,60,99,71,82,0,0,0,0,9,11,0,39,8,0,78,44,65,38,37,0,38,9,8,70,2025
ce02365e7cbf81007cbd278abf8ac48b,https://cards.theshow.com/mlb25/ce02365e7cbf81007cbd278abf8ac48b-baked.webp,Addison Barger,Bronze,Blue Jays,TOR,69,3B,25,L,R,210 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,35,42,33,61,56,44,84,29,24,74,0,54,99,67,62,0,66,12,14,69,2025
984de05c631a97bf146428f6de353a83,https://cards.theshow.com/mlb25/984de05c631a97bf146428f6de353a83-baked.webp,Adley Rutschman,Diamond,Orioles,BAL,86,C,27,S,R,230 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,87,57,59,68,84,84,70,35,25,96,0,75,79,69,85,93,43,4,6,86,2025
2951dc424bc208feadea80f404feb350,https://cards.theshow.com/mlb25/2951dc424bc208feadea80f404feb350-baked.webp,Adolis García,Silver,Rangers,TEX,78,RF,32,R,R,205 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,50,55,71,75,57,50,58,35,25,95,0,59,87,95,69,0,47,40,51,82,2025
0b78ca7d696a4dff9aa4ae9d1b21e362,https://cards.theshow.com/mlb25/0b78ca7d696a4dff9aa4ae9d1b21e362-baked.webp,Adrian Del Castillo,Bronze,Diamondbacks,ARI,72,C,25,L,R,208 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,70,68,40,71,45,55,69,22,16,85,0,58,39,53,81,64,25,3,4,72,2025
b759b6f65e99d7110f62495a0aa31223,https://cards.theshow.com/mlb25/b759b6f65e99d7110f62495a0aa31223-baked.webp,Adrian Martinez,Bronze,Free Agents,FA,71,SP,28,R,R,215 lbs,"6'2""",False,76,46,52,53,67,42,91,52,99,9,7,8,2,10,9,11,34,7,0,68,46,44,50,35,0,38,6,5,71,2025
c81c40732da8d5014c62e4e977af6d94,https://cards.theshow.com/mlb25/c81c40732da8d5014c62e4e977af6d94-baked.webp,Adrian Morejon,Bronze,Padres,SD,73,RP,26,L,L,224 lbs,"5'11""",False,26,91,67,60,71,87,99,71,93,0,0,0,0,3,0,0,37,10,0,78,38,56,45,40,0,37,0,11,72,2025
3f2d7cfce38125fd40009690c02115be,https://cards.theshow.com/mlb25/3f2d7cfce38125fd40009690c02115be-baked.webp,Agustín Ramírez,Bronze,Marlins,MIA,69,C,23,R,R,210 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,50,43,61,51,52,44,47,29,25,79,0,58,70,66,50,62,53,22,21,72,2025
352f06bdc085e08c87bba94892b8bcdc,https://cards.theshow.com/mlb25/352f06bdc085e08c87bba94892b8bcdc-baked.webp,AJ Smith-Shawver,Bronze,Braves,ATL,66,SP,22,R,R,205 lbs,"6'3""",False,71,63,49,61,43,53,84,64,79,9,7,8,4,13,10,10,38,8,0,70,46,54,46,50,0,38,9,7,66,2025
7fdd7100f8bcb301923df02819f21fc8,https://cards.theshow.com/mlb25/7fdd7100f8bcb301923df02819f21fc8-baked.webp,Akil Baddoo,Bronze,Tigers,DET,69,RF,26,L,L,214 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,50,63,27,55,40,71,81,44,40,76,0,74,71,65,52,0,67,53,65,67,2025
cc8e05b9bde0f802f8af10273bb89d5c,https://cards.theshow.com/mlb25/cc8e05b9bde0f802f8af10273bb89d5c-baked.webp,Alan Rangel,Common,Phillies,PHI,63,SP,27,R,R,170 lbs,"6'2""",False,76,44,52,50,49,56,65,51,56,16,12,9,5,10,11,9,35,11,0,76,44,46,54,50,0,43,9,6,63,2025
28194420d152fc4353d4e819bfc0c352,https://cards.theshow.com/mlb25/28194420d152fc4353d4e819bfc0c352-baked.webp,Alan Roden,Bronze,Blue Jays,TOR,66,LF,25,L,R,215 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,38,47,30,41,54,48,36,21,19,84,0,78,66,70,78,0,74,27,24,66,2025
08084d9bbf0a626b05a92cf4a68a915a,https://cards.theshow.com/mlb25/08084d9bbf0a626b05a92cf4a68a915a-baked.webp,Alan Trejo,Bronze,Rockies,COL,67,SS,28,R,R,205 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,37,60,28,46,55,45,76,35,25,70,0,70,67,83,67,0,38,14,12,67,2025
0c8a5b5da0bf8ad3bf49be9ad3440a50,https://cards.theshow.com/mlb25/0c8a5b5da0bf8ad3bf49be9ad3440a50-baked.webp,Albert Suárez,Bronze,Free Agents,FA,72,SP,35,R,R,235 lbs,"6'3""",False,64,78,64,48,67,64,77,71,68,6,2,8,4,5,4,5,38,6,0,70,48,48,56,52,0,34,4,4,72,2025
9e87a8df8416eee8f1718e5958555834,https://cards.theshow.com/mlb25/9e87a8df8416eee8f1718e5958555834-baked.webp,Alec Bohm,Silver,Phillies,PHI,77,3B,28,R,R,218 lbs,"6'5""",True,0,0,0,0,0,0,0,10,10,81,70,66,43,82,45,89,30,20,93,0,74,57,67,71,0,37,22,34,80,2025
b0e7c07fad816cfb2edd62658540eb9b,https://cards.theshow.com/mlb25/b0e7c07fad816cfb2edd62658540eb9b-baked.webp,Alec Burleson,Bronze,Cardinals,STL,73,RF,26,L,L,225 lbs,"6'2""",True,0,0,0,0,0,0,5,10,10,43,85,47,63,88,49,69,35,25,89,0,36,78,60,31,0,26,30,40,72,2025
1b0396cb5231cfa3b6977db0b4381616,https://cards.theshow.com/mlb25/1b0396cb5231cfa3b6977db0b4381616-baked.webp,Alec Marsh,Bronze,Free Agents,FA,73,SP,26,R,R,220 lbs,"6'2""",False,71,65,63,60,60,51,90,63,81,5,5,5,5,5,5,5,25,0,0,73,40,60,50,40,0,45,35,0,73,2025
63d6352735e9e69c4d804dee37e227d4,https://cards.theshow.com/mlb25/63d6352735e9e69c4d804dee37e227d4-baked.webp,Aledmys Díaz,Common,Free Agents,FA,64,SS,34,R,R,195 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,52,44,39,34,70,38,36,37,37,79,0,66,67,64,61,0,59,2,2,64,2025
4b0c2d9b3c32d6a08af16426593b2a1f,https://cards.theshow.com/mlb25/4b0c2d9b3c32d6a08af16426593b2a1f-baked.webp,Alejandro Kirk,Silver,Blue Jays,TOR,77,C,26,R,R,245 lbs,"5'8""",True,0,0,0,0,0,0,0,10,10,65,57,50,40,86,58,52,24,22,85,0,92,50,79,73,83,12,0,0,80,2025
eb4d4948a4c9d8a3066cdf48eecbdade,https://cards.theshow.com/mlb25/eb4d4948a4c9d8a3066cdf48eecbdade-baked.webp,Alek Jacob,Common,Padres,SD,58,RP,26,L,R,190 lbs,"6'3""",False,30,73,52,45,67,50,42,72,67,4,6,2,5,5,6,7,5,4,0,85,55,38,56,57,0,5,6,2,62,2025
a22a19c64713191b26538ab44524f668,https://cards.theshow.com/mlb25/a22a19c64713191b26538ab44524f668-baked.webp,Alek Manoah,Bronze,Free Agents,FA,65,SP,27,R,R,285 lbs,"6'6""",False,70,52,64,55,33,50,89,62,88,0,0,0,0,0,0,0,39,8,0,88,55,48,53,35,0,26,0,9,65,2025
f588e3d785dad6922207359219a7f6fe,https://cards.theshow.com/mlb25/f588e3d785dad6922207359219a7f6fe-baked.webp,Alek Thomas,Bronze,Diamondbacks,ARI,72,CF,24,L,L,175 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,32,67,34,48,70,40,68,40,40,75,0,73,69,63,56,0,63,60,58,72,2025
dfd8c9f03b790e6c334485e03e784dfd,https://cards.theshow.com/mlb25/dfd8c9f03b790e6c334485e03e784dfd-baked.webp,Alex Bregman,Gold,Red Sox,BOS,84,3B,30,R,R,190 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,62,93,64,79,84,68,77,35,27,98,0,80,52,58,77,0,45,9,8,85,2025
80d68c37e1666fec0b037484551a4e96,https://cards.theshow.com/mlb25/80d68c37e1666fec0b037484551a4e96-baked.webp,Alex Bustamante,Common,Free Agents,FA,50,RP,24,R,R,195 lbs,"6'3""",False,26,42,45,53,28,38,78,53,55,7,3,5,4,5,4,5,31,5,0,79,57,68,60,51,0,36,7,6,50,2025
79612dff30f911f7d1d8530ff3f77235,https://cards.theshow.com/mlb25/79612dff30f911f7d1d8530ff3f77235-baked.webp,Alex Call,Bronze,Nationals,WAS,74,RF,30,R,R,189 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,73,50,54,38,75,83,70,34,35,80,0,81,73,50,80,0,66,28,56,73,2025
791a86ecb24b3cc72e214af874c8bda6,https://cards.theshow.com/mlb25/791a86ecb24b3cc72e214af874c8bda6-baked.webp,Alex Cobb,Bronze,Tigers,DET,74,SP,37,R,R,205 lbs,"6'3""",False,79,80,55,48,77,66,91,66,95,0,0,0,0,10,2,0,65,5,0,49,40,48,32,37,0,4,0,0,74,2025
3f4be8aa167b3b2d1c81ac2def0a8eb3,https://cards.theshow.com/mlb25/3f4be8aa167b3b2d1c81ac2def0a8eb3-baked.webp,Alex Faedo,Bronze,Free Agents,FA,72,RP,29,R,R,225 lbs,"6'5""",False,45,88,83,57,55,49,89,66,79,4,3,0,0,0,0,0,27,18,0,70,27,74,37,25,0,21,0,0,72,2025
4184a9e37999f91df8607db977ef80fb,https://cards.theshow.com/mlb25/4184a9e37999f91df8607db977ef80fb-baked.webp,Alex Garbrick,Common,Free Agents,FA,55,RP,26,R,R,210 lbs,"6'1""",False,33,52,47,50,46,40,81,52,54,8,5,9,4,8,7,8,31,8,0,76,48,72,46,52,0,34,6,4,55,2025
46b8a0e73f80ac66c8fb8ec871748e4f,https://cards.theshow.com/mlb25/46b8a0e73f80ac66c8fb8ec871748e4f-baked.webp,Alex Jackson,Common,Free Agents,FA,63,C,29,R,R,238 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,34,32,54,39,30,57,20,35,25,85,0,73,82,53,80,58,46,16,12,63,2025
8a7c603212fb74cfc7159520103c3c72,https://cards.theshow.com/mlb25/8a7c603212fb74cfc7159520103c3c72-baked.webp,Alex Lange,Bronze,Free Agents,FA,71,CP,29,R,R,202 lbs,"6'3""",False,24,93,93,73,20,78,99,64,81,0,0,0,0,2,0,0,28,14,0,88,31,43,33,29,0,39,0,1,71,2025
51affce7a93dd33246b69fda3ed90907,https://cards.theshow.com/mlb25/51affce7a93dd33246b69fda3ed90907-baked.webp,Alex Verdugo,Silver,Braves,ATL,76,LF,28,L,L,209 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,50,70,34,50,86,58,65,36,25,94,0,66,91,97,70,0,45,14,22,76,2025
82dfcd1bdca30a1940602881fa042cb6,https://cards.theshow.com/mlb25/82dfcd1bdca30a1940602881fa042cb6-baked.webp,Alex Vesia,Bronze,Dodgers,LAD,74,RP,28,L,L,209 lbs,"6'1""",False,26,65,82,87,49,63,70,74,99,0,0,0,0,0,8,0,37,10,0,78,46,72,55,43,0,29,0,5,78,2025
d1c72128dcf5aee20b5668fa388519b7,https://cards.theshow.com/mlb25/d1c72128dcf5aee20b5668fa388519b7-baked.webp,Alex Wood,Common,Free Agents,FA,62,SP,34,R,L,215 lbs,"6'4""",False,57,47,52,46,52,69,69,51,88,0,0,0,0,0,48,0,94,32,0,77,40,48,39,39,0,25,0,0,62,2025
97f257287ae66136f32d44254c40cbfd,https://cards.theshow.com/mlb25/97f257287ae66136f32d44254c40cbfd-baked.webp,Alexander Canario,Common,Pirates,PIT,63,RF,24,R,R,165 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,54,48,48,41,37,27,42,35,32,81,0,63,59,67,66,0,54,38,34,64,2025
9eac560d661140becf2386e61f0c3aa7,https://cards.theshow.com/mlb25/9eac560d661140becf2386e61f0c3aa7-baked.webp,Alexis Díaz,Bronze,Reds,CIN,65,CP,28,R,R,224 lbs,"6'2""",False,24,80,80,63,31,65,79,60,66,0,0,0,0,2,0,0,38,6,0,73,35,76,34,30,0,46,0,3,65,2025
cae4a57bcd2fa803df2270f5d8bbbbae,https://cards.theshow.com/mlb25/cae4a57bcd2fa803df2270f5d8bbbbae-baked.webp,Alfonso Rivas,Common,Free Agents,FA,61,1B,28,L,L,190 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,46,73,34,40,38,70,67,35,25,62,0,61,44,56,65,0,36,12,23,61,2025
61eeeb5c76e318174b588b70139d0824,https://cards.theshow.com/mlb25/61eeeb5c76e318174b588b70139d0824-baked.webp,Alika Williams,Common,Free Agents,FA,60,SS,25,R,R,180 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,43,50,25,25,55,44,33,45,40,75,0,63,47,78,61,0,65,12,18,60,2025
db248a143b8a150366d096f3d2973837,https://cards.theshow.com/mlb25/db248a143b8a150366d096f3d2973837-baked.webp,Allan Winans,Bronze,Yankees,NYY,65,SP,29,R,R,165 lbs,"6'2""",False,74,44,47,57,54,45,65,50,54,6,4,7,3,4,6,5,34,7,0,70,46,54,50,47,0,37,8,6,65,2025
589a205ba88aa598a3e3325e89648832,https://cards.theshow.com/mlb25/589a205ba88aa598a3e3325e89648832-baked.webp,Amed Rosario,Bronze,Nationals,WAS,74,2B,29,R,R,190 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,87,74,36,38,82,33,62,41,31,87,0,47,73,60,60,0,83,55,64,74,2025
e8f104ee25abc2bbf7080be1923bbf07,https://cards.theshow.com/mlb25/e8f104ee25abc2bbf7080be1923bbf07-baked.webp,Amos Willingham,Common,Free Agents,FA,59,RP,26,R,R,223 lbs,"6'4""",False,27,56,56,54,38,53,99,48,52,4,3,3,2,5,2,4,6,4,0,84,56,54,46,46,0,38,5,2,59,2025
efa57f545a5b7a7211c8538e65f35d98,https://cards.theshow.com/mlb25/efa57f545a5b7a7211c8538e65f35d98-baked.webp,Anderson Pilar,Common,Free Agents,FA,63,RP,27,R,R,210 lbs,"6'2""",False,32,57,55,62,49,54,91,52,57,7,4,6,5,6,5,4,32,6,0,70,50,39,65,45,0,35,5,4,63,2025
761414806bc6c5fd3aeb51838aaa2f1d,https://cards.theshow.com/mlb25/761414806bc6c5fd3aeb51838aaa2f1d-baked.webp,Andre Pallante,Bronze,Cardinals,STL,71,SP,26,R,R,215 lbs,"6'0""",False,78,81,63,43,59,78,98,74,99,0,0,0,0,2,0,0,36,14,0,78,40,50,37,35,0,30,0,0,75,2025
153cdc73ee95d7e2da41340d552d1370,https://cards.theshow.com/mlb25/153cdc73ee95d7e2da41340d552d1370-baked.webp,Andrés Chaparro,Bronze,Nationals,WAS,69,1B,25,R,R,200 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,75,36,68,52,66,41,40,22,18,78,0,72,31,69,69,0,29,34,31,69,2025
0678da5f429992fbea0dd38e030a8f90,https://cards.theshow.com/mlb25/0678da5f429992fbea0dd38e030a8f90-baked.webp,Andrés Giménez,Gold,Blue Jays,TOR,82,2B,26,L,R,161 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,54,56,31,56,75,49,71,43,25,96,0,99,79,88,95,0,81,75,76,82,2025
d0594296cb410dd48e081c620b358451,https://cards.theshow.com/mlb25/d0594296cb410dd48e081c620b358451-baked.webp,Andrés Muñoz,Gold,Mariners,SEA,83,CP,26,R,R,222 lbs,"6'2""",False,25,88,111,87,46,87,99,76,74,0,0,0,0,2,0,0,38,8,0,79,37,99,42,38,0,40,0,12,86,2025
ebcac81126f958c3159922570db0db5c,https://cards.theshow.com/mlb25/ebcac81126f958c3159922570db0db5c-baked.webp,Andres Sosa,Common,Free Agents,FA,62,C,27,R,R,210 lbs,"5'9""",True,0,0,0,0,0,0,0,10,10,38,32,38,32,37,37,37,32,34,72,0,63,69,69,68,69,46,8,9,62,2025
91a771f9b044ea4020b042bb5dff6b9f,https://cards.theshow.com/mlb25/91a771f9b044ea4020b042bb5dff6b9f-baked.webp,Andrew Abbott,Silver,Reds,CIN,77,SP,25,L,L,192 lbs,"6'0""",False,77,70,82,69,52,48,67,67,78,8,11,2,6,13,10,5,31,8,0,78,50,46,43,40,0,38,6,4,77,2025
132cdc22be806981e9e0c3cd4cea2480,https://cards.theshow.com/mlb25/132cdc22be806981e9e0c3cd4cea2480-baked.webp,Andrew Benintendi,Bronze,White Sox,CWS,73,LF,30,L,L,180 lbs,"5'9""",True,0,0,0,0,0,0,0,10,10,46,61,59,70,77,56,51,37,28,93,0,48,63,47,53,0,45,42,39,73,2025
f4ca0e20708a4c6a1a09a20926f78813,https://cards.theshow.com/mlb25/f4ca0e20708a4c6a1a09a20926f78813-baked.webp,Andrew Chafin,Bronze,Nationals,WAS,66,RP,34,R,L,235 lbs,"6'2""",False,23,68,71,74,35,70,77,74,96,1,1,0,0,2,0,1,64,0,0,79,58,59,58,42,0,20,0,0,68,2025
a3f15b95c61db859105a252f52b1d361,https://cards.theshow.com/mlb25/a3f15b95c61db859105a252f52b1d361-baked.webp,Andrew Heaney,Silver,Pirates,PIT,79,SP,33,L,L,200 lbs,"6'2""",False,84,70,76,58,71,58,81,60,99,3,0,0,0,0,10,0,61,3,0,68,54,66,58,35,0,25,0,0,74,2025
9c1ffce10234eb3b15bf318f2f5ec588,https://cards.theshow.com/mlb25/9c1ffce10234eb3b15bf318f2f5ec588-baked.webp,Andrew Kittredge,Bronze,Orioles,BAL,72,RP,34,R,R,230 lbs,"6'1""",False,26,66,75,57,74,61,97,70,81,0,0,0,0,0,0,0,62,0,0,70,50,54,50,43,0,25,0,5,72,2025
